,index,wid,option,choice,rt,correct,trial_number,game,phase,multi_time,multi_dim,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
232,521,w10f7bc5,Green,1.0,2735.0,0,1,1,choice,After,Green,1,-1,1.0,4,4,1,2,1.0
233,522,w10f7bc5,Red,1.0,1710.0,1,1,4,choice,Before,Red,1,2,2.0,3,3,1,1,2.0
234,525,w10f7bc5,Object,0.0,2133.0,1,1,7,choice,After,Object,3,-1,-1.0,3,3,2,2,0.0
235,526,w10f7bc5,Food,1.0,1120.0,1,1,8,choice,Before,Food,3,2,2.0,3,3,3,3,2.0
236,533,w2c75db7,Blue,0.0,2380.0,1,1,1,choice,After,Blue,3,-2,-4.0,6,6,3,3,-4.0
237,534,w2c75db7,Food,0.0,2736.0,1,1,2,choice,Before,Food,2,-3,-3.0,4,4,1,2,-2.0
238,535,w2c75db7,Green,1.0,5947.0,1,1,3,choice,After,Green,2,3,2.0,3,3,1,2,2.0
239,536,w2c75db7,Food,0.0,1442.0,1,1,4,choice,Before,Food,1,-1,-1.0,3,3,1,1,-1.0
240,537,w2c75db7,Green,0.0,3924.0,1,1,5,choice,After,Green,3,-1,-1.0,4,4,2,2,0.0
241,538,w2c75db7,Scene,0.0,1876.0,1,1,6,choice,Before,Scene,1,-1,-1.0,3,3,1,1,-1.0
242,539,w2c75db7,Scene,0.0,6039.0,0,1,7,choice,After,Scene,3,2,-2.0,5,5,2,2,-3.0
243,540,w2c75db7,Animal,1.0,1761.0,1,1,8,choice,Before,Animal,3,1,1.0,5,5,3,3,1.0
244,548,w2c1f2f7,Food,1.0,2205.0,1,1,2,choice,After,Food,1,1,2.0,3,3,1,2,2.0
245,549,w2c1f2f7,Red,1.0,1966.0,1,1,3,choice,Before,Red,2,1,2.0,3,3,2,3,2.0
246,550,w2c1f2f7,Red,0.0,2373.0,1,1,4,choice,After,Red,1,-1,-1.0,4,4,1,1,-1.0
247,551,w2c1f2f7,Animal,1.0,1073.0,0,1,5,choice,Before,Animal,2,-3,-1.0,4,4,2,3,-1.0
248,552,w2c1f2f7,Object,0.0,2552.0,1,1,6,choice,After,Object,1,-2,2.0,5,5,1,1,2.0
249,553,w2c1f2f7,Animal,1.0,1569.0,1,1,7,choice,Before,Animal,1,2,2.0,5,5,1,1,2.0
250,554,w2c1f2f7,Red,,,0,1,8,choice,After,Red,1,-1,-1.0,5,5,1,1,-1.0
251,562,wace8728,Yellow,0.0,2098.0,1,1,2,choice,After,Yellow,3,-1,0.0,5,5,3,3,0.0
252,563,wace8728,Green,0.0,936.0,1,1,3,choice,Before,Green,2,-2,0.0,2,2,1,2,0.0
253,564,wace8728,Animal,1.0,4596.0,1,1,4,choice,After,Animal,2,4,0.0,3,3,1,1,0.0
254,565,wace8728,Scene,0.0,2111.0,1,1,5,choice,Before,Scene,3,-2,0.0,1,1,1,1,0.0
255,566,wace8728,Red,1.0,2584.0,1,1,6,choice,After,Red,3,3,0.0,2,2,2,2,0.0
256,567,wace8728,Object,0.0,4722.0,0,1,7,choice,Before,Object,1,1,0.0,5,5,1,1,0.0
257,568,wace8728,Blue,1.0,4410.0,0,1,8,choice,After,Blue,2,-1,0.0,3,3,1,2,0.0
258,575,wd07cb72,Green,1.0,1821.0,1,1,1,choice,Before,Green,1,2,2.0,5,5,1,1,2.0
259,576,wd07cb72,Object,,,0,1,2,choice,After,Object,1,-2,-1.0,6,6,1,1,-1.0
260,577,wd07cb72,Scene,0.0,744.0,1,1,3,choice,Before,Scene,2,-1,-3.0,5,5,2,2,-3.0
261,578,wd07cb72,Object,,,0,1,4,choice,After,Object,1,2,2.0,4,4,1,1,2.0
262,579,wd07cb72,Green,0.0,499.0,1,1,5,choice,Before,Green,3,-3,-3.0,4,4,2,2,-1.0
263,580,wd07cb72,Red,0.0,2508.0,1,1,6,choice,After,Red,3,-2,-2.0,6,6,3,3,-2.0
264,581,wd07cb72,Scene,0.0,2167.0,1,1,7,choice,Before,Scene,1,-2,-2.0,5,5,1,2,-2.0
265,582,wd07cb72,Yellow,1.0,1591.0,1,1,8,choice,After,Yellow,2,2,2.0,4,4,1,1,1.0
266,589,w0fd8c2c,Food,,,0,1,1,choice,After,Food,3,-2,-2.0,5,5,3,3,-2.0
267,590,w0fd8c2c,Green,1.0,2793.0,1,1,2,choice,Before,Green,2,1,1.0,4,4,2,2,1.0
268,591,w0fd8c2c,Animal,0.0,4021.0,1,1,3,choice,After,Animal,2,-4,-4.0,3,3,1,1,-2.0
269,592,w0fd8c2c,Blue,0.0,2661.0,1,1,4,choice,Before,Blue,3,-1,-1.0,6,6,3,3,-1.0
270,594,w0fd8c2c,Scene,1.0,3128.0,1,1,6,choice,Before,Scene,1,2,2.0,3,3,1,1,2.0
271,595,w0fd8c2c,Yellow,,,0,1,7,choice,After,Yellow,3,-2,-2.0,3,3,1,2,-1.0
272,596,w0fd8c2c,Red,1.0,2106.0,0,1,8,choice,Before,Red,3,-1,-1.0,1,1,1,1,1.0
273,603,w117e095,Red,1.0,2052.0,1,1,1,choice,Before,Red,2,1,4.0,5,5,2,2,4.0
274,604,w117e095,Blue,1.0,1494.0,0,1,2,choice,After,Blue,3,-2,-3.0,4,4,2,2,-4.0
275,605,w117e095,Blue,0.0,2214.0,1,1,3,choice,Before,Blue,1,-2,-2.0,3,3,1,1,-2.0
276,606,w117e095,Blue,1.0,5665.0,1,1,4,choice,After,Blue,2,3,1.0,2,2,1,2,-1.0
277,607,w117e095,Animal,0.0,3321.0,1,1,5,choice,Before,Animal,2,-1,-1.0,4,4,2,3,-1.0
278,609,w117e095,Animal,1.0,823.0,0,1,7,choice,Before,Animal,2,-1,0.0,2,2,1,1,1.0
279,635,w5f68d79,Food,1.0,2856.0,1,1,1,choice,Before,Food,1,2,2.0,1,1,1,1,2.0
280,636,w5f68d79,Food,0.0,4555.0,1,1,2,choice,After,Food,2,-2,-1.0,3,3,1,1,-2.0
281,637,w5f68d79,Red,0.0,1768.0,1,1,3,choice,Before,Red,2,-3,-3.0,4,4,2,3,-3.0
282,638,w5f68d79,Red,0.0,5896.0,1,1,4,choice,After,Red,1,-1,-2.0,3,3,1,2,-2.0
283,639,w5f68d79,Scene,1.0,2056.0,1,1,7,choice,Before,Scene,1,2,2.0,1,1,1,2,2.0
284,641,we58a710,Blue,0.0,2885.0,0,1,1,choice,After,Blue,2,1,1.0,6,6,2,2,1.0
285,642,we58a710,Scene,0.0,2179.0,1,1,2,choice,Before,Scene,1,-2,-2.0,5,5,1,1,-2.0
286,643,we58a710,Object,,,0,1,3,choice,After,Object,1,-2,-2.0,6,6,1,1,-2.0
287,644,we58a710,Yellow,0.0,1000.0,1,1,4,choice,Before,Yellow,2,-2,-2.0,6,6,2,2,-2.0
288,645,we58a710,Animal,1.0,5218.0,1,1,5,choice,After,Animal,3,2,2.0,6,6,3,3,2.0
289,646,we58a710,Animal,0.0,696.0,1,1,6,choice,Before,Animal,1,-1,-1.0,6,6,1,1,-1.0
290,647,we58a710,Blue,1.0,1888.0,0,1,7,choice,After,Blue,3,-1,-1.0,6,6,3,3,-1.0
291,648,we58a710,Food,1.0,929.0,1,1,8,choice,Before,Food,1,2,2.0,6,6,1,1,2.0
292,656,w53b40c8,Scene,1.0,2705.0,1,1,2,choice,Before,Scene,2,1,0.0,4,4,2,3,0.0
293,657,w53b40c8,Object,1.0,1464.0,1,1,3,choice,After,Object,2,1,0.0,5,5,2,2,0.0
294,658,w53b40c8,Green,1.0,837.0,1,1,4,choice,Before,Green,2,1,0.0,5,5,2,2,0.0
295,659,w53b40c8,Yellow,0.0,1535.0,0,1,5,choice,After,Yellow,1,1,0.0,5,5,1,1,0.0
296,660,w53b40c8,Red,0.0,885.0,1,1,6,choice,Before,Red,2,-3,0.0,6,6,2,2,0.0
297,662,w53b40c8,Blue,0.0,950.0,1,1,8,choice,Before,Blue,1,-1,0.0,6,6,1,1,0.0
298,669,wc0a4260,Green,1.0,2734.0,0,1,1,choice,After,Green,2,-2,-2.0,3,3,1,2,-1.0
299,670,wc0a4260,Red,0.0,5238.0,1,1,2,choice,Before,Red,3,-1,-2.0,2,2,1,1,-4.0
300,672,wc0a4260,Animal,0.0,2868.0,1,1,4,choice,Before,Animal,3,-4,0.0,3,3,1,2,2.0
301,673,wc0a4260,Animal,1.0,1245.0,1,1,5,choice,After,Animal,2,1,0.0,3,3,1,1,-1.0
302,675,wc0a4260,Blue,1.0,1578.0,1,1,8,choice,Before,Blue,3,2,1.0,3,3,1,1,1.0
303,682,wf646ea3,Animal,1.0,3581.0,1,1,1,choice,Before,Animal,2,1,1.0,3,3,1,1,-1.0
304,683,wf646ea3,Green,0.0,3291.0,1,1,2,choice,After,Green,2,-1,4.0,4,4,1,1,2.0
305,685,wf646ea3,Object,0.0,885.0,1,1,4,choice,After,Object,3,-3,2.0,2,2,1,1,2.0
306,687,wf646ea3,Green,0.0,239.0,0,1,6,choice,After,Green,1,2,2.0,2,2,1,2,2.0
307,688,wf646ea3,Blue,1.0,2082.0,1,1,7,choice,Before,Blue,2,3,-2.0,2,2,1,1,-1.0
308,689,wf646ea3,Yellow,1.0,397.0,1,1,8,choice,After,Yellow,2,1,-2.0,3,3,1,1,-1.0
309,698,w6dd030e,Yellow,,,0,1,1,choice,After,Yellow,3,-1,-4.0,5,5,2,2,-3.0
310,699,w6dd030e,Object,1.0,4915.0,1,1,2,choice,Before,Object,1,1,1.0,5,5,1,1,1.0
311,700,w6dd030e,Scene,1.0,4506.0,1,1,3,choice,After,Scene,2,4,3.0,5,5,2,2,3.0
312,701,w6dd030e,Scene,,,0,1,4,choice,Before,Scene,2,2,2.0,3,3,2,2,2.0
313,702,w6dd030e,Yellow,1.0,3077.0,1,1,5,choice,After,Yellow,1,2,-1.0,5,5,1,1,-1.0
314,703,w6dd030e,Blue,1.0,4495.0,0,1,6,choice,Before,Blue,2,-4,-4.0,4,4,2,2,-4.0
315,704,w6dd030e,Animal,1.0,4860.0,1,1,7,choice,After,Animal,2,2,3.0,2,2,1,1,1.0
316,705,w6dd030e,Red,0.0,6261.0,0,1,8,choice,Before,Red,3,3,4.0,1,1,1,2,1.0
317,712,wf2f2835,Yellow,0.0,2015.0,1,1,1,choice,Before,Yellow,2,-3,-3.0,4,4,1,1,-2.0
318,713,wf2f2835,Yellow,1.0,5137.0,1,1,2,choice,After,Yellow,3,1,4.0,4,4,2,3,3.0
319,715,wf2f2835,Red,1.0,3279.0,1,1,4,choice,After,Red,3,1,2.0,5,5,3,3,2.0
320,716,wf2f2835,Animal,0.0,3228.0,1,1,5,choice,Before,Animal,1,-1,-1.0,3,3,1,1,-1.0
321,717,wf2f2835,Food,1.0,4189.0,1,1,6,choice,After,Food,3,3,5.0,2,2,1,1,1.0
322,718,wf2f2835,Scene,1.0,1585.0,1,1,7,choice,Before,Scene,3,2,2.0,4,4,2,2,1.0
323,719,wf2f2835,Red,1.0,3169.0,0,1,8,choice,After,Red,3,-2,2.0,2,2,1,1,-2.0
324,720,wd0724cf,Object,0.0,6881.0,1,1,1,choice,After,Object,2,-4,0.0,4,4,1,1,-2.0
325,721,wd0724cf,Blue,0.0,5102.0,1,1,2,choice,Before,Blue,1,-1,-1.0,5,5,1,2,-1.0
326,722,wd0724cf,Object,,,0,1,3,choice,After,Object,3,2,2.0,6,6,3,3,2.0
327,723,wd0724cf,Food,0.0,1319.0,0,1,4,choice,Before,Food,1,1,-1.0,4,4,1,1,-1.0
328,724,wd0724cf,Green,0.0,2937.0,1,1,5,choice,After,Green,3,-1,-1.0,6,6,3,3,-1.0
329,725,wd0724cf,Blue,0.0,2306.0,1,1,6,choice,Before,Blue,1,-1,-1.0,6,6,1,1,-1.0
330,726,wd0724cf,Food,1.0,2721.0,0,1,7,choice,After,Food,2,-1,-1.0,5,5,1,1,1.0
331,727,wd0724cf,Blue,1.0,2291.0,1,1,8,choice,Before,Blue,2,4,4.0,5,5,1,2,2.0
332,734,w29ed098,Scene,,,0,1,1,choice,After,Scene,2,-3,0.0,6,6,2,2,0.0
333,735,w29ed098,Scene,0.0,1712.0,1,1,2,choice,Before,Scene,1,-2,-2.0,5,5,1,1,-2.0
334,736,w29ed098,Animal,1.0,5267.0,0,1,3,choice,After,Animal,2,-3,1.0,4,4,1,1,2.0
335,737,w29ed098,Yellow,1.0,2500.0,1,1,4,choice,Before,Yellow,2,1,1.0,4,4,2,3,1.0
336,738,w29ed098,Scene,1.0,5946.0,0,1,5,choice,After,Scene,2,-1,1.0,3,3,1,1,2.0
337,739,w29ed098,Food,0.0,947.0,1,1,6,choice,Before,Food,3,-1,-2.0,5,5,3,3,-2.0
338,741,w29ed098,Yellow,0.0,545.0,1,1,8,choice,Before,Yellow,2,-1,-1.0,5,5,2,2,-1.0
339,748,w3327d2a,Yellow,0.0,4634.0,1,1,1,choice,After,Yellow,3,-2,5.0,5,5,3,3,5.0
340,749,w3327d2a,Red,0.0,906.0,1,1,2,choice,Before,Red,1,-1,-1.0,4,4,1,2,-1.0
341,750,w3327d2a,Animal,1.0,2306.0,1,1,3,choice,After,Animal,2,3,3.0,5,5,2,2,3.0
342,751,w3327d2a,Yellow,0.0,1909.0,0,1,4,choice,Before,Yellow,2,1,4.0,3,3,1,2,2.0
343,752,w3327d2a,Scene,0.0,3850.0,1,1,5,choice,After,Scene,2,-2,-2.0,4,4,2,2,-2.0
344,753,w3327d2a,Red,0.0,1315.0,1,1,6,choice,Before,Red,2,-3,-3.0,5,5,2,3,-3.0
345,754,w3327d2a,Green,0.0,5672.0,1,1,7,choice,After,Green,1,-1,-1.0,3,3,1,1,-1.0
346,755,w3327d2a,Object,0.0,2613.0,1,1,8,choice,Before,Object,3,-2,-2.0,1,1,1,1,1.0
347,762,w5685230,Animal,0.0,4689.0,1,1,1,choice,Before,Animal,2,-1,-1.0,5,5,2,2,-1.0
348,763,w5685230,Object,0.0,6447.0,1,1,2,choice,After,Object,1,-2,-2.0,6,6,1,1,-2.0
349,764,w5685230,Blue,1.0,2285.0,1,1,3,choice,Before,Blue,2,3,3.0,5,5,2,2,3.0
350,765,w5685230,Animal,1.0,6581.0,1,1,4,choice,After,Animal,2,1,-1.0,3,3,1,3,1.0
351,766,w5685230,Yellow,0.0,1073.0,1,1,5,choice,Before,Yellow,1,-1,-1.0,6,6,1,1,-1.0
352,767,w5685230,Scene,1.0,6608.0,1,1,6,choice,After,Scene,1,2,2.0,6,6,1,1,2.0
353,768,w5685230,Green,0.0,646.0,1,1,7,choice,Before,Green,3,-2,0.0,6,6,3,3,0.0
354,769,w5685230,Blue,0.0,2913.0,0,1,8,choice,After,Blue,1,1,1.0,4,4,1,1,1.0
355,776,w30e05e4,Blue,0.0,5481.0,0,1,1,choice,After,Blue,3,2,-1.0,5,5,3,3,-1.0
356,777,w30e05e4,Scene,1.0,4217.0,0,1,2,choice,Before,Scene,2,-1,0.0,5,5,2,2,0.0
357,778,w30e05e4,Food,,,0,1,3,choice,After,Food,1,-2,2.0,6,6,1,1,2.0
358,779,w30e05e4,Green,1.0,896.0,1,1,4,choice,Before,Green,2,4,4.0,5,5,2,2,4.0
359,780,w30e05e4,Yellow,1.0,3889.0,1,1,5,choice,After,Yellow,1,1,2.0,4,4,1,2,2.0
360,781,w30e05e4,Red,1.0,1945.0,1,1,6,choice,Before,Red,2,4,4.0,6,6,2,2,4.0
361,782,w30e05e4,Scene,1.0,5438.0,0,1,7,choice,After,Scene,3,-1,-1.0,5,5,2,2,0.0
362,783,w30e05e4,Yellow,1.0,712.0,1,1,8,choice,Before,Yellow,2,1,1.0,4,4,2,2,1.0
363,791,wbe9243a,Blue,,,0,1,1,choice,After,Blue,3,2,-2.0,2,2,1,1,-2.0
364,792,wbe9243a,Object,1.0,2975.0,1,1,2,choice,Before,Object,2,1,1.0,5,5,2,3,1.0
365,793,wbe9243a,Green,1.0,3124.0,1,1,3,choice,After,Green,1,2,-2.0,3,3,1,2,-2.0
366,794,wbe9243a,Animal,1.0,872.0,1,1,4,choice,Before,Animal,3,2,0.0,4,4,2,2,-2.0
367,795,wbe9243a,Green,0.0,2813.0,1,1,5,choice,After,Green,3,-1,-5.0,3,3,1,1,-2.0
368,796,wbe9243a,Food,1.0,1930.0,0,1,6,choice,Before,Food,3,-1,-4.0,5,5,3,3,-4.0
369,797,wbe9243a,Animal,,,0,1,7,choice,After,Animal,1,1,1.0,6,6,1,1,1.0
370,798,wbe9243a,Object,0.0,4446.0,0,1,8,choice,Before,Object,3,1,1.0,6,6,3,3,1.0
371,805,w0b0ec85,Object,0.0,6317.0,0,1,1,choice,After,Object,2,1,1.0,4,4,2,2,1.0
372,806,w0b0ec85,Green,1.0,1932.0,1,1,2,choice,Before,Green,2,4,3.0,4,4,1,1,1.0
373,807,w0b0ec85,Yellow,0.0,2246.0,1,1,4,choice,Before,Yellow,2,-2,-3.0,2,2,2,2,-3.0
374,809,w0b0ec85,Scene,1.0,2533.0,1,1,7,choice,After,Scene,3,2,1.0,1,1,1,1,2.0
375,810,w0ef0b67,Animal,1.0,1626.0,0,1,1,choice,After,Animal,2,-1,-2.0,5,5,2,2,-2.0
376,811,w0ef0b67,Scene,0.0,3062.0,0,1,2,choice,Before,Scene,2,1,-2.0,3,3,2,2,-2.0
377,812,w0ef0b67,Yellow,1.0,1797.0,0,1,3,choice,After,Yellow,3,-2,-3.0,4,4,3,3,-3.0
378,813,w0ef0b67,Blue,1.0,2100.0,1,1,4,choice,Before,Blue,1,2,2.0,2,2,1,1,2.0
379,814,w0ef0b67,Scene,0.0,5048.0,1,1,5,choice,After,Scene,2,-1,-2.0,1,1,1,1,-1.0
380,822,wea8ef8e,Animal,1.0,2458.0,1,1,1,choice,Before,Animal,2,2,0.0,2,2,1,1,1.0
381,823,wea8ef8e,Food,1.0,4405.0,1,1,2,choice,After,Food,2,1,-2.0,3,3,1,1,-1.0
382,824,wea8ef8e,Food,0.0,2413.0,0,1,3,choice,Before,Food,3,1,1.0,2,2,1,2,1.0
383,825,wea8ef8e,Object,1.0,4193.0,0,1,4,choice,After,Object,1,-2,-2.0,3,3,1,1,-2.0
384,826,wea8ef8e,Yellow,0.0,3015.0,1,1,5,choice,Before,Yellow,1,-2,-2.0,4,4,1,2,-2.0
385,828,wea8ef8e,Green,1.0,3056.0,0,1,7,choice,Before,Green,3,-2,-3.0,3,3,1,1,-1.0
386,829,wea8ef8e,Red,1.0,7147.0,0,1,8,choice,After,Red,3,-3,-4.0,5,5,3,3,-4.0
387,841,we38f335,Animal,0.0,3643.0,0,1,1,choice,Before,Animal,2,3,-1.0,4,4,1,1,1.0
388,842,we38f335,Scene,1.0,1966.0,1,1,2,choice,After,Scene,2,1,-3.0,4,4,1,2,-2.0
389,843,we38f335,Yellow,1.0,3191.0,1,1,3,choice,Before,Yellow,3,2,2.0,6,6,3,3,2.0
390,844,we38f335,Blue,,,0,1,4,choice,After,Blue,1,1,-1.0,4,4,1,3,-1.0
391,845,we38f335,Object,1.0,4025.0,0,1,5,choice,Before,Object,3,-1,-1.0,6,6,3,3,-1.0
392,846,we38f335,Food,1.0,1198.0,0,1,6,choice,After,Food,3,-2,-2.0,6,6,3,3,-2.0
393,847,we38f335,Object,1.0,1653.0,1,1,7,choice,Before,Object,2,1,-1.0,5,5,2,2,-1.0
394,848,we38f335,Blue,0.0,2386.0,1,1,8,choice,After,Blue,1,-1,-2.0,6,6,1,1,-2.0
395,855,wc6f0e84,Animal,0.0,2714.0,1,1,1,choice,Before,Animal,3,-1,-1.0,5,5,2,2,0.0
396,856,wc6f0e84,Blue,1.0,2030.0,0,1,2,choice,After,Blue,2,-1,-1.0,4,4,2,2,-1.0
397,857,wc6f0e84,Scene,0.0,1615.0,1,1,3,choice,Before,Scene,3,-3,-3.0,5,5,2,2,-4.0
398,858,wc6f0e84,Red,0.0,3438.0,1,1,4,choice,After,Red,3,-1,-2.0,3,3,2,2,0.0
399,859,wc6f0e84,Object,0.0,1515.0,1,1,5,choice,Before,Object,1,-2,-2.0,3,3,1,2,-2.0
400,861,wc6f0e84,Scene,0.0,3695.0,1,1,7,choice,Before,Scene,2,-1,-1.0,5,5,2,2,-1.0
401,862,wc6f0e84,Yellow,1.0,3867.0,1,1,8,choice,After,Yellow,2,4,4.0,4,4,2,2,4.0
402,869,wab226bf,Animal,0.0,6616.0,0,1,1,choice,After,Animal,3,3,-1.0,2,2,1,2,2.0
403,870,wab226bf,Green,0.0,5402.0,0,1,2,choice,Before,Green,3,2,2.0,2,2,1,2,-2.0
404,872,wab226bf,Animal,,,0,1,4,choice,Before,Animal,1,-1,-1.0,4,4,1,1,-1.0
405,873,wab226bf,Red,0.0,2952.0,0,1,5,choice,After,Red,2,1,-2.0,3,3,2,3,-2.0
406,874,wab226bf,Red,0.0,1757.0,1,1,6,choice,Before,Red,2,-3,-3.0,6,6,2,2,-3.0
407,876,wab226bf,Animal,0.0,848.0,1,1,8,choice,Before,Animal,2,-1,-1.0,4,4,2,3,-1.0
408,883,w2a7296e,Food,1.0,3129.0,1,1,1,choice,After,Food,1,2,2.0,4,4,1,1,2.0
409,884,w2a7296e,Yellow,0.0,1935.0,0,1,3,choice,After,Yellow,2,2,1.0,1,1,1,1,2.0
410,886,w2a7296e,Green,1.0,2588.0,1,1,5,choice,After,Green,3,4,1.0,2,2,2,2,0.0
411,887,w2a7296e,Yellow,0.0,2361.0,0,1,6,choice,Before,Yellow,1,1,2.0,4,4,1,2,2.0
412,888,w2a7296e,Green,1.0,2575.0,1,1,7,choice,After,Green,1,1,1.0,4,4,1,2,1.0
413,896,w1629b0b,Food,0.0,2978.0,0,1,1,choice,After,Food,1,2,0.0,5,5,1,1,0.0
414,897,w1629b0b,Red,0.0,1967.0,1,1,2,choice,Before,Red,1,-1,0.0,4,4,1,1,0.0
415,898,w1629b0b,Food,1.0,7325.0,1,1,3,choice,After,Food,1,2,0.0,3,3,1,1,0.0
416,899,w1629b0b,Object,0.0,1586.0,1,1,4,choice,Before,Object,3,-1,0.0,4,4,2,2,0.0
417,900,w1629b0b,Red,1.0,3360.0,1,1,5,choice,After,Red,2,3,0.0,3,3,1,2,0.0
418,901,w1629b0b,Scene,1.0,1218.0,1,1,6,choice,Before,Scene,1,2,0.0,2,2,1,2,0.0
419,902,w1629b0b,Blue,0.0,3461.0,1,1,7,choice,After,Blue,2,-2,0.0,4,4,1,1,0.0
420,911,w580c449,Food,0.0,6104.0,1,1,2,choice,Before,Food,1,-2,1.0,5,5,1,1,1.0
421,912,w580c449,Red,1.0,1124.0,0,1,3,choice,After,Red,2,-1,-3.0,3,3,2,2,-3.0
422,914,w580c449,Yellow,1.0,2630.0,0,1,5,choice,After,Yellow,2,-1,1.0,2,2,1,1,2.0
423,915,w580c449,Food,1.0,3284.0,0,1,6,choice,Before,Food,3,-1,3.0,4,4,2,2,1.0
424,924,w768a02c,Green,0.0,2141.0,1,1,1,choice,Before,Green,2,-4,-4.0,4,4,2,2,-4.0
425,925,w768a02c,Object,,,0,1,2,choice,After,Object,2,-4,1.0,4,4,1,1,2.0
426,926,w768a02c,Yellow,1.0,1283.0,1,1,3,choice,Before,Yellow,3,5,5.0,5,5,3,3,5.0
427,927,w768a02c,Yellow,1.0,3113.0,1,1,4,choice,After,Yellow,3,1,1.0,4,4,2,3,0.0
428,928,w768a02c,Yellow,1.0,1154.0,1,1,5,choice,Before,Yellow,2,1,1.0,4,4,1,2,2.0
429,929,w768a02c,Scene,0.0,2070.0,0,1,6,choice,After,Scene,2,4,1.0,3,3,1,1,4.0
430,930,w768a02c,Object,1.0,2403.0,1,1,7,choice,Before,Object,2,1,1.0,5,5,2,2,1.0
431,931,w768a02c,Green,0.0,2999.0,1,1,8,choice,After,Green,2,-1,-1.0,3,3,2,2,-1.0
432,938,w308aa07,Yellow,,,0,1,1,choice,Before,Yellow,3,3,2.0,1,1,1,1,2.0
433,939,w308aa07,Scene,1.0,3840.0,0,1,2,choice,After,Scene,1,-1,1.0,5,5,1,1,1.0
434,940,w308aa07,Object,1.0,1000.0,1,1,3,choice,Before,Object,1,1,2.0,4,4,1,1,2.0
435,941,w308aa07,Blue,,,0,1,5,choice,Before,Blue,1,-2,-2.0,6,6,1,1,-2.0
436,942,w308aa07,Red,0.0,4199.0,1,1,6,choice,After,Red,2,-3,0.0,5,5,1,1,-1.0
437,943,w308aa07,Food,0.0,3551.0,1,1,7,choice,Before,Food,1,-2,-2.0,6,6,1,1,-2.0
438,944,w308aa07,Object,0.0,5619.0,1,1,8,choice,After,Object,3,-3,-3.0,5,5,2,2,-1.0
439,951,w365c8db,Red,1.0,3082.0,1,1,1,choice,After,Red,2,1,-1.0,2,2,1,3,1.0
440,953,w365c8db,Food,1.0,4957.0,0,1,3,choice,After,Food,3,-5,1.0,5,5,3,3,1.0
441,954,w365c8db,Yellow,0.0,1517.0,1,1,4,choice,Before,Yellow,3,-1,-1.0,4,4,2,3,1.0
442,956,w365c8db,Food,0.0,2078.0,1,1,6,choice,Before,Food,2,-2,3.0,3,3,2,2,3.0
443,957,w365c8db,Green,0.0,2117.0,1,1,7,choice,After,Green,3,-5,-5.0,4,4,2,2,-3.0
444,958,w365c8db,Animal,0.0,4849.0,1,1,8,choice,Before,Animal,2,-1,-1.0,5,5,2,2,-1.0
445,965,w737e6e4,Red,0.0,2499.0,1,1,1,choice,After,Red,1,-1,-1.0,4,4,1,2,-1.0
446,966,w737e6e4,Green,1.0,1500.0,1,1,2,choice,Before,Green,2,3,3.0,5,5,2,2,3.0
447,967,w737e6e4,Food,1.0,6676.0,1,1,3,choice,After,Food,1,1,1.0,5,5,1,1,1.0
448,968,w737e6e4,Green,0.0,1374.0,1,1,4,choice,Before,Green,2,-3,-3.0,4,4,2,2,-3.0
449,969,w737e6e4,Object,0.0,6402.0,1,1,5,choice,After,Object,3,-3,0.0,3,3,1,2,-2.0
450,970,w737e6e4,Green,1.0,841.0,1,1,6,choice,Before,Green,1,1,1.0,5,5,1,1,1.0
451,971,w737e6e4,Scene,1.0,2161.0,1,1,7,choice,After,Scene,3,3,2.0,2,2,2,2,3.0
452,979,wc097323,Animal,,,0,1,1,choice,After,Animal,2,3,3.0,3,3,1,1,2.0
453,980,wc097323,Object,1.0,4376.0,0,1,2,choice,Before,Object,2,-2,-3.0,5,5,1,1,-2.0
454,981,wc097323,Food,0.0,2385.0,1,1,3,choice,After,Food,3,-1,1.0,6,6,3,3,1.0
455,982,wc097323,Object,0.0,743.0,1,1,4,choice,Before,Object,1,-2,-2.0,6,6,1,1,-2.0
456,983,wc097323,Yellow,0.0,5716.0,1,1,5,choice,After,Yellow,2,-1,-2.0,6,6,2,2,-2.0
457,984,wc097323,Red,1.0,544.0,1,1,6,choice,Before,Red,2,3,3.0,6,6,2,2,3.0
458,985,wc097323,Red,0.0,2844.0,1,1,7,choice,After,Red,3,-3,-4.0,6,6,3,3,-4.0
459,986,wc097323,Blue,1.0,1105.0,1,1,8,choice,Before,Blue,3,4,5.0,6,6,3,3,5.0
460,993,w35dbe71,Object,1.0,5844.0,1,1,1,choice,Before,Object,2,4,4.0,6,6,2,2,4.0
461,994,w35dbe71,Scene,1.0,3962.0,0,1,2,choice,After,Scene,3,-1,1.0,6,6,3,3,1.0
462,995,w35dbe71,Scene,,,0,1,3,choice,Before,Scene,1,-2,-2.0,6,6,1,1,-2.0
463,996,w35dbe71,Object,,,0,1,4,choice,After,Object,3,1,0.0,4,4,2,2,-1.0
464,997,w35dbe71,Blue,0.0,2129.0,1,1,5,choice,Before,Blue,2,-1,-1.0,5,5,2,2,-1.0
465,998,w35dbe71,Yellow,,,0,1,6,choice,After,Yellow,2,-2,-2.0,6,6,2,2,-2.0
466,999,w35dbe71,Red,1.0,3639.0,1,1,7,choice,Before,Red,1,2,2.0,6,6,1,1,2.0
