,index,wid,option,choice,rt,correct,trial_number,game,phase,multi_time,multi_dim,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
0,0,w593f4a8,Object,,,0,1,1,choice,After,Object,3,-1,-1.0,2,2,0,1
1,1,w593f4a8,Scene,0.0,1272.0,1,1,2,choice,Before,Scene,3,-3,-1.0,4,4,3,3
2,2,w593f4a8,Green,0.0,4210.0,1,1,3,choice,After,Green,1,-2,1.0,2,2,0,0
3,3,w593f4a8,Red,1.0,1442.0,1,1,4,choice,Before,Red,1,1,1.0,4,4,1,1
4,4,w593f4a8,Animal,,,0,1,5,choice,After,Animal,2,-1,0.0,6,6,2,2
5,5,w593f4a8,Red,1.0,908.0,1,1,6,choice,Before,Red,2,1,1.0,5,5,2,2
6,6,w593f4a8,Blue,1.0,1770.0,1,1,8,choice,Before,Blue,3,1,1.0,4,4,3,3
7,13,w13e388b,Object,,,0,1,1,choice,After,Object,2,-4,-1.0,4,4,1,2
8,14,w13e388b,Yellow,0.0,2255.0,1,1,2,choice,Before,Yellow,3,-2,-4.0,5,5,3,3
9,15,w13e388b,Animal,1.0,4999.0,0,1,3,choice,After,Animal,2,-1,1.0,4,4,2,3
10,16,w13e388b,Red,1.0,1127.0,0,1,4,choice,Before,Red,1,-1,-1.0,4,4,1,2
11,17,w13e388b,Scene,1.0,4942.0,1,1,5,choice,After,Scene,3,1,2.0,4,4,1,2
12,18,w13e388b,Food,1.0,997.0,1,1,6,choice,Before,Food,3,1,2.0,5,5,3,3
13,19,w13e388b,Red,0.0,4608.0,1,1,7,choice,After,Red,1,-2,-2.0,5,5,1,2
14,20,w13e388b,Object,1.0,692.0,1,1,8,choice,Before,Object,2,1,1.0,5,5,2,2
15,27,w479605b,Food,0.0,5016.0,1,1,1,choice,After,Food,1,-2,-2.0,4,4,1,1
16,28,w479605b,Object,,,0,1,2,choice,Before,Object,2,-3,-3.0,5,5,1,1
17,29,w479605b,Object,1.0,2752.0,0,1,3,choice,After,Object,1,-1,1.0,4,4,0,1
18,30,w479605b,Red,1.0,992.0,1,1,4,choice,Before,Red,3,1,3.0,4,4,2,2
19,31,w479605b,Animal,1.0,2808.0,1,1,5,choice,After,Animal,3,2,0.0,4,4,1,1
20,32,w479605b,Red,0.0,1957.0,1,1,6,choice,Before,Red,2,-1,-1.0,4,4,2,2
21,33,w479605b,Scene,1.0,2866.0,1,1,7,choice,After,Scene,2,4,4.0,3,3,1,2
22,34,w479605b,Blue,0.0,1358.0,1,1,8,choice,Before,Blue,3,-2,-5.0,3,3,3,4
23,41,w383e1fe,Food,1.0,3678.0,0,1,1,choice,Before,Food,3,-3,-3.0,5,5,3,3
24,42,w383e1fe,Green,1.0,3747.0,0,1,2,choice,After,Green,2,-1,-1.0,6,6,2,2
25,43,w383e1fe,Object,1.0,1379.0,0,1,3,choice,Before,Object,3,-2,-2.0,6,6,3,3
26,44,w383e1fe,Animal,1.0,2556.0,0,1,4,choice,After,Animal,2,-1,-1.0,6,6,2,2
27,45,w383e1fe,Yellow,1.0,1264.0,1,1,5,choice,Before,Yellow,1,2,2.0,6,6,1,1
28,46,w383e1fe,Red,,,0,1,6,choice,After,Red,3,2,2.0,6,6,3,3
29,47,w383e1fe,Food,1.0,1186.0,1,1,7,choice,Before,Food,2,4,4.0,6,6,2,2
30,48,w383e1fe,Food,0.0,3877.0,1,1,8,choice,After,Food,1,-2,-2.0,6,6,1,1
31,55,wc73f4d8,Object,0.0,5337.0,1,1,1,choice,Before,Object,3,-1,-1.0,4,4,2,3
32,56,wc73f4d8,Green,,,0,1,2,choice,After,Green,1,-2,-2.0,6,6,1,1
33,57,wc73f4d8,Food,1.0,2652.0,0,1,3,choice,Before,Food,3,-3,-3.0,4,4,2,3
34,58,wc73f4d8,Red,0.0,2823.0,1,1,4,choice,After,Red,1,-1,2.0,5,5,1,1
35,59,wc73f4d8,Green,1.0,2330.0,1,1,5,choice,Before,Green,3,3,3.0,4,4,3,3
36,60,wc73f4d8,Scene,0.0,2051.0,1,1,6,choice,After,Scene,3,-1,-2.0,6,6,3,3
37,61,wc73f4d8,Green,0.0,1298.0,1,1,7,choice,Before,Green,3,-1,-3.0,4,4,3,4
38,62,wc73f4d8,Scene,0.0,2006.0,1,1,8,choice,After,Scene,1,-2,-2.0,4,4,1,2
39,69,webf5097,Scene,1.0,3718.0,0,1,1,choice,After,Scene,2,-1,0.0,5,5,2,2
40,70,webf5097,Food,1.0,1913.0,1,1,2,choice,Before,Food,3,2,2.0,5,5,3,3
41,71,webf5097,Animal,0.0,4482.0,1,1,3,choice,After,Animal,2,-3,-3.0,5,5,2,2
42,72,webf5097,Red,1.0,1265.0,1,1,4,choice,Before,Red,3,1,1.0,5,5,3,3
43,73,webf5097,Red,0.0,4735.0,1,1,5,choice,After,Red,2,-2,-2.0,5,5,2,2
44,74,webf5097,Scene,1.0,1516.0,1,1,6,choice,Before,Scene,2,3,3.0,6,6,2,2
45,75,webf5097,Food,1.0,4580.0,1,1,7,choice,After,Food,1,2,2.0,4,4,1,2
46,76,webf5097,Yellow,0.0,1519.0,1,1,8,choice,Before,Yellow,2,-1,-1.0,5,5,1,2
47,83,w68730bb,Object,1.0,3482.0,0,1,1,choice,After,Object,2,-3,1.0,3,3,0,1
48,84,w68730bb,Green,0.0,1637.0,1,1,2,choice,Before,Green,2,-3,4.0,3,3,1,1
49,85,w68730bb,Animal,1.0,2152.0,1,1,4,choice,Before,Animal,2,1,0.0,2,2,1,2
50,86,w68730bb,Yellow,0.0,1577.0,1,1,6,choice,Before,Yellow,2,-2,-3.0,2,2,1,1
51,87,w68730bb,Green,1.0,1282.0,0,1,7,choice,After,Green,2,-1,1.0,1,1,0,0
52,94,we9631be,Yellow,1.0,2558.0,0,1,1,choice,Before,Yellow,1,-2,1.0,2,2,0,1
53,95,we9631be,Food,1.0,665.0,0,1,2,choice,After,Food,1,-1,-1.0,2,2,0,1
54,96,we9631be,Blue,1.0,1501.0,0,1,4,choice,After,Blue,2,-1,4.0,3,3,1,1
55,97,we9631be,Green,,,0,1,5,choice,Before,Green,3,1,4.0,1,1,0,0
56,98,we9631be,Scene,1.0,1335.0,1,1,6,choice,After,Scene,2,1,2.0,1,1,0,1
57,99,we9631be,Animal,1.0,1472.0,1,1,7,choice,Before,Animal,1,2,-1.0,1,1,0,0
58,100,we9631be,Object,1.0,1254.0,1,1,8,choice,After,Object,3,1,2.0,2,2,0,0
59,107,w245142a,Yellow,1.0,3632.0,1,1,1,choice,After,Yellow,3,1,4.0,4,4,1,1
60,108,w245142a,Food,0.0,1941.0,1,1,2,choice,Before,Food,3,-3,-3.0,5,5,3,3
61,109,w245142a,Scene,0.0,5341.0,1,1,3,choice,After,Scene,3,-3,-3.0,4,4,2,2
62,110,w245142a,Green,1.0,2344.0,1,1,4,choice,Before,Green,1,2,2.0,5,5,1,1
63,111,w245142a,Blue,0.0,7481.0,0,1,5,choice,After,Blue,1,2,2.0,6,6,1,1
64,112,w245142a,Green,0.0,901.0,1,1,6,choice,Before,Green,3,-2,-2.0,2,2,2,2
65,113,w245142a,Food,1.0,2015.0,0,1,7,choice,After,Food,1,-1,1.0,3,3,1,1
66,114,w245142a,Object,1.0,376.0,1,1,8,choice,Before,Object,3,2,2.0,5,5,3,3
67,121,w4bf9dec,Yellow,1.0,2515.0,1,1,1,choice,Before,Yellow,1,2,-1.0,2,2,0,0
68,122,w4bf9dec,Green,0.0,2690.0,1,1,2,choice,After,Green,1,-2,-2.0,6,6,1,1
69,123,w4bf9dec,Animal,1.0,3712.0,0,1,3,choice,Before,Animal,2,-1,-2.0,6,6,2,2
70,124,w4bf9dec,Object,1.0,3989.0,1,1,4,choice,After,Object,1,1,1.0,5,5,1,1
71,125,w4bf9dec,Yellow,1.0,1434.0,1,1,5,choice,Before,Yellow,2,3,3.0,6,6,2,2
72,126,w4bf9dec,Green,0.0,2580.0,0,1,6,choice,After,Green,3,3,1.0,5,5,2,2
73,127,w4bf9dec,Animal,1.0,2186.0,0,1,7,choice,Before,Animal,1,-1,-1.0,4,4,1,2
74,128,w4bf9dec,Blue,1.0,5224.0,1,1,8,choice,After,Blue,3,2,2.0,2,2,1,2
75,135,w277fccf,Food,0.0,4625.0,0,1,1,choice,After,Food,3,2,-5.0,2,2,1,1
76,136,w277fccf,Green,1.0,4192.0,0,1,2,choice,Before,Green,2,-3,-3.0,5,5,2,2
77,137,w277fccf,Scene,,,0,1,3,choice,After,Scene,1,1,1.0,5,5,1,2
78,138,w277fccf,Animal,0.0,2866.0,1,1,4,choice,Before,Animal,2,-1,-1.0,5,5,2,2
79,139,w277fccf,Scene,1.0,5163.0,0,1,5,choice,After,Scene,3,-1,-1.0,6,6,3,3
80,140,w277fccf,Yellow,0.0,2546.0,1,1,6,choice,Before,Yellow,2,-1,-1.0,6,6,2,2
81,141,w277fccf,Red,1.0,5637.0,1,1,7,choice,After,Red,1,2,2.0,6,6,1,1
82,142,w277fccf,Red,1.0,1415.0,1,1,8,choice,Before,Red,3,6,6.0,5,5,2,2
83,149,w50c12e5,Object,0.0,6371.0,1,1,1,choice,After,Object,2,-1,0.0,3,3,0,0
84,150,w50c12e5,Yellow,1.0,3501.0,1,1,2,choice,Before,Yellow,3,1,-1.0,5,5,3,3
85,151,w50c12e5,Scene,1.0,5764.0,0,1,3,choice,After,Scene,1,-2,-2.0,4,4,1,1
86,152,w50c12e5,Red,1.0,2183.0,1,1,4,choice,Before,Red,1,1,1.0,3,3,0,1
87,153,w50c12e5,Green,0.0,3379.0,1,1,5,choice,After,Green,3,-1,-1.0,4,4,3,3
88,154,w50c12e5,Scene,1.0,1514.0,1,1,6,choice,Before,Scene,1,2,2.0,3,3,1,1
89,155,w50c12e5,Scene,0.0,2501.0,1,1,7,choice,After,Scene,3,-2,-5.0,2,2,1,2
90,156,w50c12e5,Blue,1.0,1888.0,1,1,8,choice,Before,Blue,2,1,1.0,4,4,2,2
91,177,w8d745f1,Green,1.0,4113.0,1,1,1,choice,After,Green,2,1,-4.0,4,4,1,1
92,178,w8d745f1,Red,1.0,4208.0,0,1,2,choice,Before,Red,3,-2,-2.0,5,5,2,2
93,179,w8d745f1,Scene,1.0,5763.0,1,1,3,choice,After,Scene,1,2,2.0,6,6,1,1
94,180,w8d745f1,Red,0.0,6718.0,1,1,4,choice,Before,Red,1,-1,-1.0,6,6,1,1
95,181,w8d745f1,Green,0.0,4323.0,1,1,5,choice,After,Green,3,-1,-1.0,6,6,3,3
96,182,w8d745f1,Yellow,0.0,4064.0,1,1,6,choice,Before,Yellow,1,-2,-2.0,6,6,1,1
97,183,w8d745f1,Scene,1.0,3173.0,0,1,7,choice,After,Scene,3,-2,-2.0,6,6,3,3
98,184,w8d745f1,Food,1.0,6406.0,1,1,8,choice,Before,Food,1,1,1.0,5,5,1,1
99,205,w02461c5,Red,0.0,4774.0,1,1,1,choice,Before,Red,2,-1,-4.0,5,5,2,2
100,206,w02461c5,Scene,1.0,3562.0,1,1,2,choice,After,Scene,3,3,3.0,5,5,3,3
101,207,w02461c5,Red,1.0,5571.0,1,1,3,choice,Before,Red,2,1,3.0,2,2,0,0
102,208,w02461c5,Animal,0.0,4378.0,1,1,4,choice,After,Animal,3,-1,1.0,4,4,2,2
103,209,w02461c5,Object,0.0,1534.0,1,1,5,choice,Before,Object,3,-1,-2.0,4,4,2,2
104,210,w02461c5,Yellow,0.0,2307.0,0,1,6,choice,After,Yellow,1,2,2.0,3,3,1,1
105,211,w02461c5,Food,,,0,1,8,choice,After,Food,3,2,1.0,1,1,1,1
106,218,wcc15547,Yellow,1.0,2664.0,1,1,1,choice,Before,Yellow,2,1,-3.0,4,4,1,1
107,219,wcc15547,Green,0.0,1503.0,1,1,2,choice,After,Green,2,-1,1.0,1,1,0,1
108,220,wcc15547,Animal,1.0,2317.0,0,1,3,choice,Before,Animal,3,-2,0.0,2,2,1,1
109,221,wcc15547,Object,1.0,2709.0,0,1,4,choice,After,Object,3,-2,3.0,3,3,2,3
110,222,wcc15547,Green,1.0,1877.0,0,1,5,choice,Before,Green,3,-2,1.0,4,4,2,2
111,223,wcc15547,Blue,0.0,1899.0,1,1,6,choice,After,Blue,3,-3,-1.0,1,1,1,2
112,224,wcc15547,Food,0.0,3035.0,1,1,7,choice,Before,Food,1,-2,-1.0,3,3,0,0
113,225,wcc15547,Yellow,0.0,1750.0,0,1,8,choice,After,Yellow,2,4,2.0,2,2,1,2
114,232,w3b16ba3,Yellow,0.0,7061.0,1,1,1,choice,Before,Yellow,3,-5,-4.0,2,2,1,1
115,233,w3b16ba3,Scene,1.0,3821.0,1,1,2,choice,After,Scene,3,3,3.0,4,4,3,3
116,234,w3b16ba3,Scene,1.0,1164.0,1,1,3,choice,Before,Scene,2,4,3.0,5,5,2,2
117,235,w3b16ba3,Animal,0.0,2064.0,0,1,4,choice,After,Animal,3,3,1.0,4,4,2,2
118,236,w3b16ba3,Yellow,1.0,1727.0,1,1,5,choice,Before,Yellow,1,1,1.0,5,5,1,1
119,237,w3b16ba3,Red,1.0,1194.0,1,1,6,choice,After,Red,3,2,2.0,5,5,3,3
120,238,w3b16ba3,Red,0.0,1550.0,1,1,7,choice,Before,Red,1,-2,-2.0,3,3,1,1
121,239,w3b16ba3,Yellow,1.0,3975.0,1,1,8,choice,After,Yellow,2,2,1.0,4,4,1,1
122,258,w08f65eb,Green,0.0,2474.0,0,1,1,choice,After,Green,2,1,1.0,2,2,0,2
123,259,w08f65eb,Food,1.0,1855.0,0,1,2,choice,Before,Food,2,-2,-2.0,6,6,2,2
124,260,w08f65eb,Yellow,1.0,4008.0,0,1,3,choice,After,Yellow,1,-2,2.0,1,1,0,2
125,261,w08f65eb,Red,1.0,3436.0,1,1,4,choice,Before,Red,1,2,2.0,2,2,0,0
126,262,w08f65eb,Yellow,0.0,1848.0,0,1,5,choice,After,Yellow,1,2,-2.0,3,3,1,1
127,263,w08f65eb,Blue,1.0,1479.0,1,1,6,choice,Before,Blue,1,1,2.0,2,2,0,1
128,264,w08f65eb,Food,0.0,1684.0,1,1,7,choice,After,Food,2,-1,1.0,1,1,1,1
129,265,w08f65eb,Food,1.0,1109.0,0,1,8,choice,Before,Food,1,-1,-2.0,4,4,0,1
130,266,w90f4896,Object,1.0,3281.0,1,1,1,choice,After,Object,3,2,2.0,2,2,1,1
131,267,w90f4896,Object,1.0,3790.0,1,1,2,choice,Before,Object,2,3,3.0,5,5,2,3
132,268,w90f4896,Red,,,0,1,3,choice,After,Red,2,2,2.0,5,5,2,3
133,269,w90f4896,Red,0.0,4911.0,0,1,4,choice,Before,Red,1,1,1.0,5,5,0,0
134,270,w90f4896,Scene,1.0,3845.0,0,1,5,choice,After,Scene,1,-2,-2.0,5,5,1,2
135,271,w90f4896,Scene,1.0,1056.0,1,1,6,choice,Before,Scene,2,2,3.0,4,4,2,2
136,272,w90f4896,Yellow,0.0,2580.0,0,1,7,choice,After,Yellow,2,1,3.0,5,5,1,2
137,273,w90f4896,Red,0.0,1414.0,1,1,8,choice,Before,Red,1,-1,-1.0,6,6,1,1
138,280,we2434bb,Red,0.0,3786.0,1,1,1,choice,Before,Red,2,-1,-2.0,4,4,1,1
139,281,we2434bb,Scene,1.0,5706.0,0,1,2,choice,After,Scene,3,-1,-1.0,5,5,3,3
140,282,we2434bb,Scene,0.0,2752.0,1,1,3,choice,Before,Scene,2,-3,-2.0,3,3,2,3
141,283,we2434bb,Blue,1.0,7155.0,1,1,4,choice,After,Blue,2,1,1.0,4,4,2,3
142,284,we2434bb,Food,0.0,1186.0,1,1,5,choice,Before,Food,1,-2,-2.0,5,5,1,1
143,285,we2434bb,Scene,1.0,5071.0,1,1,6,choice,After,Scene,3,3,3.0,6,6,3,3
144,286,we2434bb,Green,1.0,2398.0,1,1,7,choice,Before,Green,3,1,1.0,3,3,3,3
145,287,we2434bb,Red,0.0,2540.0,1,1,8,choice,After,Red,3,-1,-1.0,4,4,3,3
146,294,w05f4989,Yellow,0.0,3220.0,0,1,1,choice,Before,Yellow,2,1,1.0,6,6,2,2
147,295,w05f4989,Yellow,,,0,1,2,choice,After,Yellow,3,2,2.0,6,6,3,3
148,296,w05f4989,Green,1.0,2004.0,1,1,3,choice,Before,Green,1,1,1.0,6,6,1,1
149,297,w05f4989,Animal,1.0,5940.0,0,1,4,choice,After,Animal,2,-1,-1.0,6,6,2,2
150,298,w05f4989,Green,0.0,1162.0,1,1,5,choice,Before,Green,3,-2,-2.0,6,6,3,3
151,299,w05f4989,Scene,1.0,2465.0,1,1,6,choice,After,Scene,1,1,1.0,6,6,1,1
152,300,w05f4989,Green,0.0,1936.0,1,1,7,choice,Before,Green,3,-1,-1.0,5,5,2,3
153,301,w05f4989,Food,1.0,3269.0,1,1,8,choice,After,Food,3,1,1.0,6,6,3,3
154,308,w4ed0320,Yellow,1.0,3009.0,1,1,1,choice,Before,Yellow,1,2,2.0,2,2,0,1
155,309,w4ed0320,Blue,1.0,2484.0,1,1,2,choice,After,Blue,2,1,1.0,5,5,2,2
156,310,w4ed0320,Food,0.0,1739.0,1,1,3,choice,Before,Food,3,-4,-4.0,6,6,3,3
157,311,w4ed0320,Scene,1.0,6635.0,1,1,4,choice,After,Scene,2,1,1.0,6,6,2,2
158,312,w4ed0320,Green,1.0,1085.0,1,1,5,choice,Before,Green,3,3,2.0,4,4,2,2
159,313,w4ed0320,Scene,,,0,1,6,choice,After,Scene,2,-4,1.0,6,6,2,2
160,314,w4ed0320,Scene,0.0,605.0,1,1,7,choice,Before,Scene,3,-5,-3.0,6,6,3,3
161,315,w4ed0320,Blue,1.0,2514.0,1,1,8,choice,After,Blue,3,2,-1.0,2,2,1,1
162,322,w4dce7b5,Food,1.0,2915.0,0,1,1,choice,Before,Food,1,-1,2.0,4,4,1,2
163,323,w4dce7b5,Red,1.0,3200.0,1,1,2,choice,After,Red,1,2,2.0,5,5,1,1
164,324,w4dce7b5,Yellow,1.0,1578.0,1,1,3,choice,Before,Yellow,3,3,-3.0,6,6,3,3
165,325,w4dce7b5,Object,1.0,1726.0,1,1,4,choice,After,Object,3,2,0.0,2,2,2,2
166,326,w4dce7b5,Animal,0.0,1715.0,0,1,6,choice,After,Animal,2,1,1.0,3,3,0,0
167,327,w605fd50,Food,0.0,3026.0,1,1,1,choice,Before,Food,1,-2,-2.0,4,4,1,2
168,328,w605fd50,Scene,0.0,7115.0,1,1,2,choice,After,Scene,3,-1,-1.0,5,5,2,2
169,329,w605fd50,Animal,1.0,4009.0,0,1,3,choice,Before,Animal,1,-1,-1.0,2,2,0,1
170,330,w605fd50,Red,0.0,6503.0,1,1,4,choice,After,Red,1,-2,-2.0,5,5,1,2
171,331,w605fd50,Green,1.0,767.0,1,1,5,choice,Before,Green,3,2,2.0,4,4,3,3
172,332,w605fd50,Food,0.0,5049.0,1,1,6,choice,After,Food,2,-3,-1.0,5,5,2,2
173,333,w605fd50,Scene,0.0,1097.0,1,1,7,choice,Before,Scene,1,-2,-2.0,4,4,1,1
174,334,w605fd50,Green,1.0,2155.0,0,1,8,choice,After,Green,1,-2,1.0,1,1,1,4
175,341,wb772565,Object,0.0,2202.0,1,1,1,choice,Before,Object,2,-2,-2.0,6,6,2,2
176,342,wb772565,Blue,,,0,1,2,choice,After,Blue,1,-1,-2.0,5,5,1,2
177,343,wb772565,Green,1.0,1591.0,1,1,3,choice,Before,Green,2,3,3.0,5,5,1,1
178,344,wb772565,Object,1.0,1783.0,1,1,4,choice,After,Object,3,2,2.0,5,5,3,3
179,345,wb772565,Green,1.0,1005.0,1,1,5,choice,Before,Green,3,4,4.0,6,6,3,3
180,346,wb772565,Food,0.0,3616.0,1,1,6,choice,After,Food,3,-1,0.0,5,5,3,3
181,347,wb772565,Red,0.0,1251.0,1,1,7,choice,Before,Red,1,-1,-1.0,2,2,0,1
182,348,wb772565,Blue,1.0,2364.0,1,1,8,choice,After,Blue,2,3,3.0,3,3,1,2
183,355,w3fdf5b1,Scene,1.0,4928.0,1,1,1,choice,After,Scene,1,2,2.0,2,2,0,1
184,356,w3fdf5b1,Food,1.0,2133.0,1,1,2,choice,Before,Food,2,2,2.0,5,5,2,2
185,357,w3fdf5b1,Green,1.0,5612.0,1,1,3,choice,After,Green,2,1,-1.0,6,6,2,2
186,358,w3fdf5b1,Yellow,1.0,3330.0,0,1,4,choice,Before,Yellow,2,-1,2.0,3,3,1,1
187,359,w3fdf5b1,Blue,1.0,1664.0,0,1,5,choice,After,Blue,2,-1,0.0,6,6,2,2
188,360,w3fdf5b1,Animal,0.0,5036.0,1,1,6,choice,Before,Animal,2,-3,-2.0,5,5,1,1
189,361,w3fdf5b1,Yellow,0.0,3866.0,1,1,7,choice,After,Yellow,3,-2,3.0,5,5,2,3
190,362,w3fdf5b1,Blue,0.0,3178.0,0,1,8,choice,Before,Blue,2,1,1.0,5,5,2,2
191,369,w11538ef,Blue,1.0,3038.0,1,1,1,choice,Before,Blue,3,1,2.0,3,3,1,1
192,370,w11538ef,Food,,,0,1,2,choice,After,Food,1,-1,-1.0,5,5,1,1
193,371,w11538ef,Scene,1.0,2537.0,1,1,3,choice,Before,Scene,1,1,1.0,4,4,1,1
194,372,w11538ef,Animal,1.0,2313.0,1,1,4,choice,After,Animal,3,2,2.0,6,6,3,3
195,373,w11538ef,Animal,1.0,1598.0,1,1,5,choice,Before,Animal,2,2,2.0,5,5,2,3
196,374,w11538ef,Red,0.0,5223.0,1,1,6,choice,After,Red,2,-3,-2.0,6,6,2,2
197,375,w11538ef,Yellow,1.0,2710.0,1,1,7,choice,Before,Yellow,2,3,3.0,5,5,2,2
198,376,w11538ef,Blue,0.0,5705.0,1,1,8,choice,After,Blue,3,-3,1.0,6,6,3,3
199,383,wdab535b,Object,,,0,1,1,choice,Before,Object,2,2,3.0,4,4,0,1
200,384,wdab535b,Animal,0.0,4937.0,0,1,2,choice,After,Animal,1,1,1.0,3,3,1,1
201,385,wdab535b,Yellow,0.0,1302.0,1,1,3,choice,Before,Yellow,1,-2,1.0,3,3,1,1
202,386,wdab535b,Food,1.0,2321.0,0,1,4,choice,After,Food,1,-1,-1.0,2,2,0,0
203,387,wdab535b,Blue,0.0,1430.0,1,1,5,choice,Before,Blue,2,-4,-4.0,3,3,2,2
204,388,wdab535b,Red,1.0,2484.0,0,1,6,choice,After,Red,3,-4,-4.0,1,1,1,1
205,389,wdab535b,Object,0.0,1520.0,0,1,8,choice,After,Object,2,1,3.0,1,1,0,0
206,396,wc294ae3,Green,1.0,5898.0,1,1,1,choice,After,Green,1,1,-1.0,3,3,0,1
207,397,wc294ae3,Green,1.0,2379.0,1,1,2,choice,Before,Green,1,2,-1.0,5,5,1,1
208,398,wc294ae3,Red,0.0,3273.0,1,1,3,choice,After,Red,2,-1,0.0,5,5,2,2
209,399,wc294ae3,Animal,1.0,1302.0,0,1,4,choice,Before,Animal,3,-3,3.0,2,2,1,1
210,400,wc294ae3,Food,1.0,2044.0,0,1,5,choice,After,Food,1,-1,1.0,1,1,0,0
211,401,wc294ae3,Scene,1.0,3893.0,1,1,6,choice,Before,Scene,3,1,2.0,3,3,1,1
212,402,wc294ae3,Green,0.0,4469.0,1,1,7,choice,After,Green,3,-3,4.0,3,3,2,2
213,403,wc294ae3,Food,0.0,1556.0,1,1,8,choice,Before,Food,3,-2,-2.0,3,3,2,2
214,410,w0d62ec5,Blue,0.0,2381.0,1,1,1,choice,Before,Blue,2,-3,-4.0,5,5,2,2
215,411,w0d62ec5,Green,0.0,1648.0,1,1,2,choice,After,Green,3,-1,-1.0,6,6,3,3
216,412,w0d62ec5,Object,1.0,3365.0,1,1,3,choice,Before,Object,1,2,2.0,5,5,1,1
217,413,w0d62ec5,Object,1.0,1032.0,0,1,4,choice,After,Object,2,-4,0.0,2,2,0,0
218,414,w0d62ec5,Object,0.0,1948.0,1,1,5,choice,Before,Object,1,-2,-2.0,4,4,0,0
219,415,w0d62ec5,Food,1.0,1722.0,0,1,6,choice,After,Food,3,-1,4.0,2,2,1,1
220,416,w0d62ec5,Green,0.0,649.0,1,1,7,choice,Before,Green,1,-2,-2.0,5,5,1,1
221,417,w0d62ec5,Blue,0.0,7293.0,0,1,8,choice,After,Blue,3,2,3.0,3,3,2,2
222,424,wb0b75c3,Scene,0.0,2331.0,1,1,1,choice,Before,Scene,2,-1,-1.0,5,5,2,3
223,425,wb0b75c3,Green,0.0,3844.0,1,1,2,choice,After,Green,3,-3,-3.0,6,6,3,3
224,426,wb0b75c3,Red,,,0,1,3,choice,Before,Red,3,-2,1.0,4,4,2,2
225,427,wb0b75c3,Object,1.0,3573.0,0,1,4,choice,After,Object,2,-1,3.0,4,4,2,2
226,428,wb0b75c3,Object,1.0,2943.0,1,1,5,choice,Before,Object,1,1,1.0,5,5,1,1
227,429,wb0b75c3,Yellow,0.0,5138.0,1,1,6,choice,After,Yellow,1,-1,1.0,5,5,1,1
228,430,wb0b75c3,Food,1.0,1760.0,1,1,7,choice,Before,Food,1,2,-2.0,4,4,1,1
229,431,wb0b75c3,Yellow,1.0,1833.0,1,1,8,choice,After,Yellow,2,4,4.0,4,4,2,2
230,438,w4400cbf,Yellow,1.0,1481.0,1,1,1,choice,After,Yellow,3,4,4.0,5,5,2,2
231,439,w4400cbf,Object,0.0,3609.0,1,1,2,choice,Before,Object,1,-2,-2.0,5,5,1,1
232,440,w4400cbf,Scene,0.0,5359.0,0,1,3,choice,After,Scene,2,2,-2.0,6,6,2,2
233,441,w4400cbf,Yellow,0.0,1815.0,1,1,4,choice,Before,Yellow,3,-1,-1.0,5,5,3,3
234,442,w4400cbf,Food,1.0,6764.0,0,1,5,choice,After,Food,1,-2,-2.0,2,2,0,0
235,443,w4400cbf,Blue,1.0,4188.0,0,1,6,choice,Before,Blue,2,-3,-3.0,5,5,2,2
236,444,w4400cbf,Red,0.0,5747.0,1,1,7,choice,After,Red,1,-2,-2.0,5,5,1,1
237,445,w4400cbf,Animal,0.0,4824.0,1,1,8,choice,Before,Animal,2,-3,-3.0,5,5,2,2
238,465,wbc79189,Red,1.0,1567.0,1,1,1,choice,After,Red,2,3,3.0,6,6,2,2
239,466,wbc79189,Food,1.0,2856.0,1,1,2,choice,Before,Food,2,1,1.0,6,6,2,2
240,467,wbc79189,Animal,0.0,5279.0,0,1,3,choice,After,Animal,1,2,1.0,5,5,1,1
241,468,wbc79189,Scene,0.0,1029.0,1,1,4,choice,Before,Scene,2,-1,-1.0,4,4,2,2
242,469,wbc79189,Yellow,0.0,5458.0,1,1,5,choice,After,Yellow,1,-1,-1.0,5,5,1,2
243,470,wbc79189,Food,1.0,814.0,1,1,6,choice,Before,Food,2,1,1.0,5,5,2,2
244,471,wbc79189,Red,0.0,2147.0,1,1,7,choice,After,Red,1,-2,-2.0,5,5,1,1
245,472,wbc79189,Scene,0.0,1265.0,1,1,8,choice,Before,Scene,1,-2,-2.0,6,6,1,1
246,479,w6bec3e7,Blue,1.0,4338.0,1,1,1,choice,After,Blue,2,3,3.0,5,5,2,2
247,480,w6bec3e7,Scene,0.0,7361.0,1,1,2,choice,Before,Scene,1,-1,-1.0,5,5,1,1
248,481,w6bec3e7,Red,,,0,1,3,choice,After,Red,3,2,2.0,6,6,3,3
249,482,w6bec3e7,Animal,1.0,1137.0,1,1,4,choice,Before,Animal,1,2,2.0,2,2,1,1
250,483,w6bec3e7,Scene,1.0,3672.0,0,1,5,choice,After,Scene,2,-1,1.0,5,5,2,2
251,484,w6bec3e7,Food,0.0,772.0,1,1,6,choice,Before,Food,3,-2,-2.0,4,4,3,3
252,485,w6bec3e7,Green,1.0,4476.0,0,1,7,choice,After,Green,1,-2,-1.0,4,4,1,2
253,486,w6bec3e7,Yellow,1.0,1018.0,1,1,8,choice,Before,Yellow,2,3,3.0,3,3,2,2
