,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
1397,1549,waa6a3c8,Object,1.0,1370.0,1,2,6,choice,1,2,1.0,3,3,1,3
1398,1550,waa6a3c8,Land,1.0,4899.0,0,3,6,choice,4,-1,1.0,3,3,3,4
1399,1551,waa6a3c8,Small,1.0,1661.0,1,4,6,choice,2,3,2.0,3,3,1,3
1400,1552,waa6a3c8,Solid,0.0,1898.0,0,1,7,choice,2,4,1.0,3,3,1,2
1401,1553,waa6a3c8,Large,1.0,1448.0,1,2,7,choice,3,3,2.0,3,3,2,3
1402,1554,waa6a3c8,Animal,1.0,843.0,1,3,7,choice,4,2,5.0,3,3,3,4
1403,1555,waa6a3c8,Land,0.0,2094.0,1,4,7,choice,1,-1,1.0,3,3,0,3
1404,1556,w80189d3,Animal,,,0,1,1,choice,4,5,1.0,4,4,3,3
1405,1557,w80189d3,Large,0.0,3638.0,1,2,1,choice,2,-3,-4.0,4,4,2,2
1406,1558,w80189d3,Land,1.0,1456.0,0,3,1,choice,3,-1,-2.0,4,4,3,3
1407,1559,w80189d3,Solid,0.0,2134.0,0,4,1,choice,1,2,2.0,4,4,1,1
1408,1560,w80189d3,Sea,1.0,4153.0,1,1,2,choice,2,3,3.0,2,2,1,1
1409,1561,w80189d3,Small,1.0,2596.0,1,2,2,choice,3,2,2.0,2,2,2,2
1410,1562,w80189d3,Animal,1.0,2677.0,0,3,2,choice,4,-1,2.0,2,2,1,2
1411,1563,w80189d3,Pattern,0.0,1347.0,0,4,2,choice,1,1,2.0,2,2,1,2
1412,1564,w80189d3,Pattern,1.0,4791.0,1,1,3,choice,3,2,-1.0,6,6,1,1
1413,1565,w80189d3,Object,1.0,1556.0,0,2,3,choice,4,-2,1.0,6,6,2,2
1414,1566,w80189d3,Land,0.0,704.0,0,3,3,choice,2,1,-2.0,6,6,0,0
1415,1567,w80189d3,Large,1.0,421.0,0,4,3,choice,1,-2,2.0,6,6,1,1
1416,1568,w80189d3,Animal,1.0,1771.0,1,1,4,choice,4,1,0.0,2,2,1,2
1417,1569,w80189d3,Land,1.0,726.0,0,2,4,choice,1,-1,-1.0,2,2,1,2
1418,1570,w80189d3,Small,1.0,460.0,1,3,4,choice,2,2,1.0,2,2,1,2
1419,1571,w80189d3,Solid,1.0,392.0,0,4,4,choice,3,-2,-1.0,2,2,1,2
1420,1572,w80189d3,Solid,1.0,2241.0,1,1,5,choice,3,1,1.0,2,2,1,2
1421,1573,w80189d3,Large,0.0,688.0,0,2,5,choice,2,4,-3.0,2,2,1,2
1422,1574,w80189d3,Sea,0.0,898.0,1,3,5,choice,1,-1,-1.0,2,2,0,3
1423,1575,w80189d3,Object,0.0,553.0,1,4,5,choice,4,-2,1.0,2,2,2,3
1424,1576,w80189d3,Object,0.0,1518.0,1,1,6,choice,1,-1,1.0,2,2,0,3
1425,1577,w80189d3,Pattern,1.0,726.0,1,2,6,choice,4,1,-4.0,2,2,2,5
1426,1578,w80189d3,Land,1.0,1504.0,0,3,6,choice,3,-2,-1.0,2,2,1,4
1427,1579,w80189d3,Large,0.0,1212.0,1,4,6,choice,2,-1,1.0,2,2,0,2
1428,1580,w80189d3,Small,1.0,3118.0,1,1,7,choice,1,2,-1.0,5,5,1,1
1429,1581,w80189d3,Pattern,1.0,628.0,1,2,7,choice,4,2,-3.0,5,5,3,3
1430,1582,w80189d3,Sea,1.0,704.0,0,3,7,choice,3,-1,0.0,5,5,3,3
1431,1583,w80189d3,Animal,1.0,626.0,1,4,7,choice,2,4,-3.0,5,5,2,3
1432,1588,w6fe5d47,Animal,0.0,7197.0,1,1,1,choice,3,-3,-5.0,2,2,0,1
1433,1589,w6fe5d47,Solid,1.0,2206.0,1,2,1,choice,4,2,-4.0,2,2,1,1
1434,1590,w6fe5d47,Small,0.0,4837.0,0,3,1,choice,1,1,1.0,2,2,0,2
1435,1591,w6fe5d47,Land,1.0,2954.0,0,4,1,choice,2,-1,-1.0,2,2,0,2
1436,1592,w6fe5d47,Sea,0.0,3491.0,0,1,2,choice,1,1,1.0,5,5,1,1
1437,1593,w6fe5d47,Animal,1.0,4599.0,0,2,2,choice,2,-4,0.0,5,5,1,1
1438,1594,w6fe5d47,Pattern,1.0,1412.0,1,3,2,choice,4,2,3.0,5,5,3,3
1439,1595,w6fe5d47,Large,1.0,608.0,1,4,2,choice,3,1,2.0,5,5,2,2
1440,1596,w6fe5d47,Sea,1.0,2474.0,1,1,3,choice,3,1,3.0,2,2,1,1
1441,1597,w6fe5d47,Animal,0.0,4769.0,1,2,3,choice,1,-2,-1.0,2,2,0,0
1442,1598,w6fe5d47,Solid,1.0,1802.0,0,3,3,choice,2,-1,3.0,2,2,0,0
1443,1599,w6fe5d47,Small,1.0,1125.0,1,4,3,choice,4,2,2.0,2,2,1,1
1444,1600,w6fe5d47,Land,0.0,1791.0,0,1,5,choice,1,2,1.0,1,1,1,2
1445,1601,w6fe5d47,Pattern,1.0,418.0,0,2,5,choice,3,-1,1.0,1,1,0,1
1446,1602,w6fe5d47,Animal,0.0,355.0,1,3,5,choice,4,-1,-2.0,1,1,1,2
1447,1603,w6fe5d47,Small,1.0,754.0,0,4,5,choice,2,-3,-1.0,1,1,0,0
1448,1604,w6fe5d47,Land,0.0,1349.0,1,1,6,choice,4,-4,2.0,1,1,1,1
1449,1605,w6fe5d47,Solid,1.0,2911.0,1,2,6,choice,3,2,0.0,1,1,0,1
1450,1606,w6fe5d47,Object,1.0,3585.0,0,3,6,choice,1,-1,1.0,1,1,0,1
1451,1607,w6fe5d47,Large,0.0,1616.0,1,4,6,choice,2,-3,2.0,1,1,1,2
1452,1608,w6fe5d47,Large,0.0,871.0,0,1,7,choice,2,4,1.0,2,2,1,1
1453,1609,w6fe5d47,Pattern,1.0,377.0,1,2,7,choice,4,1,3.0,2,2,1,1
1454,1610,w6fe5d47,Sea,1.0,1043.0,0,3,7,choice,1,-2,1.0,2,2,0,0
1455,1611,w6fe5d47,Object,1.0,1350.0,0,4,7,choice,3,-1,5.0,2,2,1,1
1456,1612,w45af4af,Animal,1.0,2998.0,1,1,1,choice,3,2,-1.0,4,4,2,3
1457,1613,w45af4af,Pattern,0.0,2578.0,1,2,1,choice,1,-1,-1.0,4,4,0,1
1458,1614,w45af4af,Small,1.0,1732.0,1,3,1,choice,2,2,0.0,4,4,2,2
1459,1615,w45af4af,Land,1.0,5056.0,1,4,1,choice,4,3,-2.0,4,4,3,4
1460,1616,w45af4af,Pattern,0.0,3097.0,1,1,2,choice,1,-2,-2.0,5,5,1,1
1461,1617,w45af4af,Animal,1.0,1950.0,0,2,2,choice,2,-1,-1.0,5,5,2,2
1462,1618,w45af4af,Small,0.0,6030.0,1,3,2,choice,4,-1,-4.0,5,5,4,4
1463,1619,w45af4af,Sea,1.0,1041.0,1,4,2,choice,3,1,1.0,5,5,3,3
1464,1620,w45af4af,Large,1.0,3466.0,0,1,3,choice,4,-1,-1.0,4,4,3,4
1465,1621,w45af4af,Animal,1.0,2731.0,0,2,3,choice,3,-1,-1.0,4,4,1,2
1466,1622,w45af4af,Sea,0.0,4449.0,0,3,3,choice,2,4,0.0,4,4,2,3
1467,1623,w45af4af,Solid,1.0,1333.0,1,4,3,choice,1,1,1.0,4,4,1,2
1468,1624,w45af4af,Large,1.0,2121.0,1,1,4,choice,4,1,0.0,5,5,4,4
1469,1625,w45af4af,Sea,1.0,3796.0,1,2,4,choice,3,3,1.0,5,5,2,2
1470,1626,w45af4af,Solid,0.0,2163.0,1,3,4,choice,1,-2,-2.0,5,5,1,1
1471,1627,w45af4af,Object,0.0,4124.0,0,4,4,choice,2,1,-3.0,5,5,2,2
1472,1628,w45af4af,Pattern,1.0,4685.0,1,1,5,choice,2,4,-3.0,4,4,0,1
1473,1629,w45af4af,Land,0.0,4149.0,1,2,5,choice,3,-2,-2.0,4,4,2,3
1474,1630,w45af4af,Object,0.0,1857.0,0,3,5,choice,4,3,-6.0,4,4,2,3
1475,1631,w45af4af,Large,0.0,3288.0,0,4,5,choice,1,2,-2.0,4,4,0,2
1476,1632,w45af4af,Solid,0.0,3471.0,1,1,6,choice,3,-2,-1.0,6,6,3,3
1477,1633,w45af4af,Small,1.0,648.0,1,2,6,choice,2,4,4.0,6,6,2,2
1478,1634,w45af4af,Object,0.0,4876.0,0,3,6,choice,1,2,2.0,6,6,1,1
1479,1635,w45af4af,Land,0.0,4155.0,0,4,6,choice,4,3,1.0,6,6,4,4
1480,1636,w45af4af,Animal,0.0,2313.0,0,1,7,choice,4,1,-1.0,5,5,4,4
1481,1637,w45af4af,Solid,1.0,2868.0,1,2,7,choice,2,1,0.0,5,5,2,2
1482,1638,w45af4af,Large,0.0,2000.0,1,3,7,choice,3,-1,-2.0,5,5,3,3
1483,1639,w45af4af,Land,0.0,1999.0,0,4,7,choice,1,2,2.0,5,5,1,1
1484,1640,wb2e2d84,Land,1.0,3208.0,0,1,1,choice,2,-1,0.0,2,2,1,3
1485,1641,wb2e2d84,Animal,1.0,3820.0,0,2,1,choice,3,-6,0.0,2,2,0,0
1486,1642,wb2e2d84,Solid,1.0,3877.0,0,3,1,choice,4,-1,3.0,2,2,2,2
1487,1643,wb2e2d84,Small,1.0,2549.0,1,4,1,choice,1,1,2.0,2,2,1,2
1488,1644,wb2e2d84,Large,0.0,3113.0,1,1,2,choice,3,-4,-2.0,4,4,1,3
1489,1645,wb2e2d84,Animal,1.0,1483.0,1,2,2,choice,2,1,-1.0,4,4,1,2
1490,1646,wb2e2d84,Pattern,0.0,2992.0,1,3,2,choice,4,-3,-3.0,4,4,2,2
1491,1647,wb2e2d84,Sea,1.0,3256.0,0,4,2,choice,1,-1,-2.0,4,4,0,2
1492,1648,wb2e2d84,Animal,1.0,1426.0,0,1,3,choice,1,-2,-2.0,1,1,0,2
1493,1649,wb2e2d84,Small,1.0,1780.0,0,2,3,choice,4,-2,-1.0,1,1,1,3
1494,1650,wb2e2d84,Solid,1.0,2003.0,1,3,3,choice,2,1,4.0,1,1,0,4
1495,1651,wb2e2d84,Sea,0.0,876.0,1,4,3,choice,3,-1,1.0,1,1,1,3
1496,1652,wb2e2d84,Object,1.0,1384.0,1,1,4,choice,2,1,0.0,5,5,2,3
1497,1653,wb2e2d84,Solid,1.0,2764.0,0,2,4,choice,3,-1,-1.0,5,5,3,3
1498,1654,wb2e2d84,Land,1.0,1511.0,1,3,4,choice,1,1,1.0,5,5,1,1
1499,1655,wb2e2d84,Large,0.0,2303.0,1,4,4,choice,4,-1,0.0,5,5,3,3
1500,1656,wb2e2d84,Animal,1.0,3012.0,0,1,5,choice,4,-3,0.0,3,3,2,3
1501,1657,wb2e2d84,Small,1.0,2372.0,1,2,5,choice,2,1,1.0,3,3,1,2
1502,1658,wb2e2d84,Land,1.0,2241.0,0,3,5,choice,1,-2,-2.0,3,3,0,1
1503,1659,wb2e2d84,Pattern,0.0,1342.0,0,4,5,choice,3,5,2.0,3,3,2,3
1504,1660,wb2e2d84,Solid,1.0,3527.0,0,1,6,choice,3,-1,2.0,4,4,2,3
1505,1661,wb2e2d84,Large,0.0,1080.0,0,2,6,choice,2,1,3.0,4,4,1,3
1506,1662,wb2e2d84,Object,1.0,782.0,0,3,6,choice,1,-1,2.0,4,4,0,0
1507,1663,wb2e2d84,Land,1.0,2611.0,1,4,6,choice,4,2,2.0,4,4,2,3
1508,1664,wb2e2d84,Large,0.0,1799.0,0,1,7,choice,2,1,2.0,3,3,2,4
1509,1665,wb2e2d84,Pattern,0.0,1925.0,0,2,7,choice,4,1,-1.0,3,3,2,3
1510,1666,wb2e2d84,Object,1.0,1006.0,1,3,7,choice,3,5,-3.0,3,3,1,2
1511,1667,wb2e2d84,Sea,0.0,1644.0,1,4,7,choice,1,-1,-1.0,3,3,0,2
1512,1668,w993543c,Land,1.0,2620.0,0,1,1,choice,4,-4,-4.0,3,3,3,4
1513,1669,w993543c,Object,1.0,1575.0,0,2,1,choice,2,-1,0.0,3,3,2,4
1514,1670,w993543c,Pattern,0.0,1916.0,0,3,1,choice,3,2,1.0,3,3,1,3
1515,1671,w993543c,Small,0.0,1417.0,0,4,1,choice,1,2,2.0,3,3,0,1
1516,1672,w993543c,Solid,,,0,1,2,choice,4,-2,-2.0,6,6,4,4
1517,1673,w993543c,Object,0.0,3566.0,1,2,2,choice,1,-2,-2.0,6,6,1,1
1518,1674,w993543c,Large,1.0,3806.0,0,3,2,choice,3,-4,-4.0,6,6,3,3
1519,1675,w993543c,Sea,0.0,7195.0,0,4,2,choice,2,1,1.0,6,6,2,2
1520,1676,w993543c,Animal,1.0,4711.0,1,1,3,choice,4,3,3.0,4,4,2,2
1521,1677,w993543c,Land,1.0,4112.0,0,2,3,choice,3,-2,1.0,4,4,2,2
1522,1678,w993543c,Small,0.0,1692.0,1,3,3,choice,1,-1,-1.0,4,4,0,0
1523,1679,w993543c,Pattern,1.0,2532.0,0,4,3,choice,2,-1,2.0,4,4,2,2
1524,1680,w993543c,Large,0.0,4806.0,1,1,4,choice,3,-2,-2.0,5,5,2,2
1525,1681,w993543c,Pattern,0.0,1450.0,1,2,4,choice,2,-1,-1.0,5,5,1,1
1526,1682,w993543c,Land,1.0,3394.0,1,3,4,choice,1,1,1.0,5,5,1,1
1527,1683,w993543c,Object,1.0,1495.0,1,4,4,choice,4,1,1.0,5,5,3,3
1528,1684,w993543c,Pattern,1.0,2770.0,0,1,5,choice,1,-1,-1.0,4,4,0,0
1529,1685,w993543c,Small,1.0,3542.0,0,2,5,choice,4,-3,-5.0,4,4,2,2
1530,1686,w993543c,Animal,1.0,2727.0,1,3,5,choice,3,1,-1.0,4,4,3,3
1531,1687,w993543c,Sea,0.0,1452.0,1,4,5,choice,2,-3,-3.0,4,4,1,1
1532,1688,w993543c,Solid,1.0,3263.0,0,1,6,choice,1,-2,-2.0,5,5,1,1
1533,1689,w993543c,Sea,0.0,146.0,1,2,6,choice,3,-3,-3.0,5,5,2,2
1534,1690,w993543c,Large,1.0,1726.0,1,3,6,choice,2,2,2.0,5,5,1,1
1535,1691,w993543c,Animal,1.0,1222.0,0,4,6,choice,4,-5,-5.0,5,5,4,4
1536,1692,w993543c,Solid,0.0,4144.0,1,1,7,choice,2,-1,-3.0,3,3,1,1
1537,1693,w993543c,Land,1.0,2349.0,0,2,7,choice,3,-2,-3.0,3,3,2,2
1538,1694,w993543c,Small,0.0,2127.0,0,3,7,choice,4,1,-1.0,3,3,2,2
1539,1695,w993543c,Animal,1.0,4148.0,1,4,7,choice,1,1,1.0,3,3,1,1
1540,1696,wdb97422,Animal,1.0,7136.0,0,1,1,choice,4,-3,3.0,3,3,2,4
1541,1697,wdb97422,Land,,,0,2,1,choice,3,-1,1.0,3,3,1,2
1542,1698,wdb97422,Solid,1.0,2774.0,0,3,1,choice,1,-2,-1.0,3,3,1,3
1543,1699,wdb97422,Large,0.0,2831.0,0,4,1,choice,2,1,0.0,3,3,1,3
1544,1700,wdb97422,Animal,0.0,2362.0,1,1,2,choice,4,-4,-4.0,5,5,3,3
1545,1701,wdb97422,Small,1.0,3706.0,1,2,2,choice,3,1,1.0,5,5,2,2
1546,1702,wdb97422,Sea,1.0,5930.0,0,3,2,choice,2,-1,-1.0,5,5,2,2
1547,1703,wdb97422,Pattern,0.0,4348.0,1,4,2,choice,1,-2,-1.0,5,5,1,1
1548,1704,wdb97422,Pattern,0.0,4063.0,1,1,3,choice,3,-1,-2.0,3,3,2,2
1549,1705,wdb97422,Object,1.0,3214.0,0,2,3,choice,4,-1,1.0,3,3,3,3
1550,1706,wdb97422,Large,0.0,5030.0,0,3,3,choice,1,2,-2.0,3,3,1,1
1551,1707,wdb97422,Land,0.0,2153.0,1,4,3,choice,2,-4,2.0,3,3,1,1
1552,1708,wdb97422,Solid,1.0,2823.0,0,1,4,choice,3,-2,4.0,2,2,1,1
1553,1709,wdb97422,Animal,0.0,3545.0,0,2,4,choice,4,2,1.0,2,2,1,1
1554,1710,wdb97422,Land,1.0,1491.0,0,3,4,choice,1,-1,1.0,2,2,1,1
1555,1711,wdb97422,Small,0.0,2275.0,0,4,4,choice,2,3,1.0,2,2,0,0
1556,1712,wdb97422,Solid,0.0,2274.0,1,1,5,choice,3,-3,-3.0,3,3,0,1
1557,1713,wdb97422,Large,0.0,1674.0,1,2,5,choice,2,-3,-3.0,3,3,1,1
1558,1714,wdb97422,Object,1.0,1112.0,1,3,5,choice,4,1,1.0,3,3,3,3
1559,1715,wdb97422,Sea,0.0,4134.0,0,4,5,choice,1,2,2.0,3,3,1,2
1560,1716,wdb97422,Pattern,0.0,4353.0,1,1,6,choice,4,-1,-1.0,4,4,2,2
1561,1717,wdb97422,Land,1.0,5781.0,0,2,6,choice,3,-2,-2.0,4,4,2,2
1562,1718,wdb97422,Object,1.0,1481.0,1,3,6,choice,1,1,1.0,4,4,0,0
1563,1719,wdb97422,Large,0.0,1057.0,1,4,6,choice,2,-3,-3.0,4,4,1,1
1564,1720,wdb97422,Sea,0.0,3597.0,0,1,7,choice,3,2,-1.0,3,3,0,1
1565,1721,wdb97422,Pattern,0.0,2431.0,1,2,7,choice,4,-1,-5.0,3,3,2,3
1566,1722,wdb97422,Small,0.0,3702.0,1,3,7,choice,1,-1,-1.0,3,3,1,2
1567,1723,wdb97422,Animal,1.0,2383.0,1,4,7,choice,2,1,-3.0,3,3,1,2
1568,1748,wbf6ee18,Land,1.0,2457.0,1,1,1,choice,2,2,2.0,2,2,0,1
1569,1749,wbf6ee18,Animal,1.0,2092.0,0,2,1,choice,3,-2,5.0,2,2,1,1
1570,1750,wbf6ee18,Solid,1.0,3594.0,0,3,1,choice,4,-2,2.0,2,2,1,1
1571,1751,wbf6ee18,Small,1.0,2641.0,1,4,1,choice,1,1,0.0,2,2,0,0
1572,1752,wbf6ee18,Large,0.0,3593.0,0,1,2,choice,3,2,-1.0,4,4,2,4
1573,1753,wbf6ee18,Animal,1.0,1131.0,1,2,2,choice,2,3,1.0,4,4,1,3
1574,1754,wbf6ee18,Sea,1.0,1651.0,0,3,2,choice,1,-1,-2.0,4,4,1,2
1575,1755,wbf6ee18,Pattern,1.0,1064.0,1,4,2,choice,4,1,-3.0,4,4,2,2
1576,1756,wbf6ee18,Small,1.0,1675.0,1,1,3,choice,4,2,1.0,2,2,2,3
1577,1757,wbf6ee18,Sea,0.0,2954.0,1,2,3,choice,3,-2,-4.0,2,2,1,1
1578,1758,wbf6ee18,Solid,1.0,2371.0,0,3,3,choice,2,-4,-1.0,2,2,0,2
1579,1759,wbf6ee18,Animal,1.0,2153.0,1,4,3,choice,1,2,2.0,2,2,1,3
1580,1760,wbf6ee18,Small,1.0,2830.0,1,1,5,choice,2,2,1.0,2,2,0,2
1581,1761,wbf6ee18,Animal,1.0,1136.0,0,2,5,choice,4,-1,4.0,2,2,1,3
1582,1762,wbf6ee18,Pattern,1.0,1158.0,0,3,5,choice,3,-1,-1.0,2,2,1,5
1583,1763,wbf6ee18,Land,1.0,2230.0,0,4,5,choice,1,-2,-1.0,2,2,1,5
1584,1764,wbf6ee18,Solid,0.0,3723.0,1,1,6,choice,3,-2,-1.0,1,1,1,3
1585,1765,wbf6ee18,Large,0.0,1680.0,0,2,6,choice,2,1,-3.0,1,1,0,4
1586,1766,wbf6ee18,Object,0.0,1694.0,1,3,6,choice,1,-1,-1.0,1,1,0,3
1587,1767,wbf6ee18,Land,1.0,2001.0,1,4,6,choice,4,3,1.0,1,1,1,4
1588,1768,wbf6ee18,Large,0.0,1699.0,0,1,7,choice,2,3,1.0,2,2,2,5
1589,1769,wbf6ee18,Pattern,1.0,1187.0,1,2,7,choice,4,4,-2.0,2,2,2,4
1590,1770,wbf6ee18,Sea,0.0,1597.0,1,3,7,choice,1,-1,-1.0,2,2,0,2
1591,1771,wbf6ee18,Object,0.0,1807.0,0,4,7,choice,3,2,1.0,2,2,1,2
1592,1772,w9a48bb6,Solid,1.0,2949.0,0,1,1,choice,4,-1,1.0,5,5,4,4
1593,1773,w9a48bb6,Small,0.0,2180.0,1,2,1,choice,1,-2,-2.0,5,5,1,2
1594,1774,w9a48bb6,Animal,1.0,6443.0,1,3,1,choice,3,1,1.0,5,5,3,3
1595,1775,w9a48bb6,Land,1.0,2356.0,0,4,1,choice,2,-1,-1.0,5,5,2,2
1596,1776,w9a48bb6,Pattern,0.0,3457.0,0,1,2,choice,4,1,-1.0,3,3,2,3
1597,1777,w9a48bb6,Large,0.0,3965.0,1,2,2,choice,3,-1,-3.0,3,3,1,2
1598,1778,w9a48bb6,Sea,0.0,2523.0,1,3,2,choice,1,-2,-1.0,3,3,0,1
1599,1779,w9a48bb6,Animal,1.0,1692.0,1,4,2,choice,2,1,1.0,3,3,1,2
1600,1780,w9a48bb6,Small,0.0,6862.0,0,1,3,choice,4,1,0.0,6,6,4,4
1601,1781,w9a48bb6,Sea,0.0,4744.0,1,2,3,choice,3,-1,-2.0,6,6,3,3
1602,1782,w9a48bb6,Solid,1.0,5326.0,0,3,3,choice,2,-2,-3.0,6,6,2,2
1603,1783,w9a48bb6,Animal,0.0,4093.0,0,4,3,choice,1,1,1.0,6,6,1,1
1604,1784,w9a48bb6,Solid,1.0,2383.0,0,1,4,choice,3,-1,2.0,3,3,1,2
1605,1785,w9a48bb6,Large,0.0,3954.0,1,2,4,choice,4,-2,0.0,3,3,2,3
1606,1786,w9a48bb6,Object,1.0,5982.0,1,3,4,choice,2,1,3.0,3,3,1,2
1607,1787,w9a48bb6,Land,0.0,1615.0,1,4,4,choice,1,-1,-1.0,3,3,1,2
1608,1788,w9a48bb6,Animal,0.0,4803.0,1,1,5,choice,4,-2,-2.0,4,4,3,3
1609,1789,w9a48bb6,Land,0.0,3649.0,1,2,5,choice,1,-1,-1.0,4,4,1,1
1610,1790,w9a48bb6,Pattern,1.0,1136.0,1,3,5,choice,3,6,4.0,4,4,2,2
1611,1791,w9a48bb6,Small,1.0,1233.0,1,4,5,choice,2,1,0.0,4,4,1,1
1612,1792,w9a48bb6,Solid,0.0,1578.0,1,1,6,choice,3,-3,-3.0,3,3,0,0
1613,1793,w9a48bb6,Land,1.0,4151.0,1,2,6,choice,4,1,1.0,3,3,2,2
1614,1794,w9a48bb6,Large,0.0,4640.0,0,3,6,choice,2,1,1.0,3,3,1,1
1615,1795,w9a48bb6,Object,0.0,1488.0,1,4,6,choice,1,-1,-1.0,3,3,0,0
1616,1796,w9a48bb6,Sea,0.0,3778.0,0,1,7,choice,1,2,1.0,3,3,1,2
1617,1797,w9a48bb6,Large,0.0,3259.0,1,2,7,choice,2,-2,-2.0,3,3,1,1
1618,1798,w9a48bb6,Object,0.0,5385.0,0,3,7,choice,3,3,2.0,3,3,2,2
1619,1799,w9a48bb6,Pattern,1.0,1127.0,1,4,7,choice,4,2,1.0,3,3,3,3
1620,1800,wdc0f604,Solid,1.0,2978.0,0,1,1,choice,1,-1,-1.0,4,4,1,2
1621,1801,wdc0f604,Large,1.0,3259.0,1,2,1,choice,2,3,2.0,4,4,1,2
1622,1802,wdc0f604,Land,0.0,1888.0,0,3,1,choice,3,5,1.0,4,4,2,3
1623,1803,wdc0f604,Animal,1.0,1411.0,1,4,1,choice,4,1,1.0,4,4,2,4
1624,1804,wdc0f604,Sea,1.0,2916.0,0,1,2,choice,2,-1,-2.0,4,4,1,3
1625,1805,wdc0f604,Small,0.0,3201.0,1,2,2,choice,3,-1,-2.0,4,4,2,3
1626,1806,wdc0f604,Pattern,0.0,1822.0,0,3,2,choice,1,2,1.0,4,4,0,1
1627,1807,wdc0f604,Animal,1.0,2104.0,1,4,2,choice,4,1,0.0,4,4,2,4
1628,1808,wdc0f604,Object,0.0,6504.0,1,1,3,choice,4,-1,1.0,4,4,2,3
1629,1809,wdc0f604,Large,1.0,1294.0,1,2,3,choice,1,2,2.0,4,4,1,2
1630,1810,wdc0f604,Pattern,1.0,2252.0,1,3,3,choice,3,2,2.0,4,4,2,4
1631,1811,wdc0f604,Land,1.0,6494.0,0,4,3,choice,2,-2,0.0,4,4,0,2
1632,1812,wdc0f604,Small,,,0,1,4,choice,2,4,3.0,2,2,1,4
1633,1813,wdc0f604,Animal,1.0,2541.0,1,2,4,choice,4,1,4.0,2,2,2,3
1634,1814,wdc0f604,Solid,1.0,1387.0,1,3,4,choice,3,2,1.0,2,2,1,2
1635,1815,wdc0f604,Land,0.0,1705.0,1,4,4,choice,1,-2,-2.0,2,2,0,1
1636,1816,wdc0f604,Large,1.0,2972.0,1,1,5,choice,2,4,4.0,5,5,2,2
1637,1817,wdc0f604,Object,0.0,6990.0,1,2,5,choice,4,-2,-1.0,5,5,3,3
1638,1818,wdc0f604,Sea,1.0,7023.0,0,3,5,choice,1,-1,1.0,5,5,1,1
1639,1819,wdc0f604,Solid,1.0,2467.0,1,4,5,choice,3,2,1.0,5,5,2,2
1640,1820,wdc0f604,Land,1.0,3108.0,1,1,6,choice,3,1,2.0,2,2,2,4
1641,1821,wdc0f604,Pattern,0.0,1725.0,1,2,6,choice,4,-4,-2.0,2,2,1,2
1642,1822,wdc0f604,Large,1.0,7233.0,1,3,6,choice,2,3,3.0,2,2,1,3
1643,1823,wdc0f604,Object,0.0,1350.0,1,4,6,choice,1,-2,-1.0,2,2,0,2
1644,1824,wdc0f604,Animal,1.0,3884.0,1,1,7,choice,2,1,0.0,5,5,1,2
1645,1825,wdc0f604,Pattern,1.0,3521.0,0,2,7,choice,4,-2,0.0,5,5,3,3
1646,1826,wdc0f604,Sea,0.0,1504.0,0,3,7,choice,3,2,-4.0,5,5,1,2
1647,1827,wdc0f604,Small,1.0,2322.0,0,4,7,choice,1,-1,1.0,5,5,1,2
1648,1856,w107fce5,Object,1.0,3875.0,0,1,1,choice,4,-1,1.0,3,3,2,4
1649,1857,w107fce5,Solid,0.0,5677.0,1,2,1,choice,2,-4,-4.0,3,3,0,2
1650,1858,w107fce5,Sea,1.0,3556.0,0,3,1,choice,3,-2,2.0,3,3,1,1
1651,1859,w107fce5,Large,1.0,5300.0,1,4,1,choice,1,2,2.0,3,3,1,3
1652,1860,w107fce5,Solid,,,0,1,2,choice,4,1,1.0,4,4,2,2
1653,1861,w107fce5,Large,1.0,6106.0,0,2,2,choice,1,-1,-1.0,4,4,1,1
1654,1862,w107fce5,Animal,0.0,3865.0,0,3,2,choice,3,2,0.0,4,4,2,2
1655,1863,w107fce5,Sea,0.0,1556.0,1,4,2,choice,2,-2,-2.0,4,4,1,1
1656,1864,w107fce5,Large,0.0,1361.0,1,1,3,choice,4,-4,1.0,2,2,1,1
1657,1865,w107fce5,Animal,0.0,15.0,1,2,3,choice,2,-4,-2.0,2,2,1,2
1658,1866,w107fce5,Pattern,1.0,242.0,0,3,3,choice,3,-2,-2.0,2,2,0,1
1659,1867,w107fce5,Land,0.0,340.0,0,4,3,choice,1,2,2.0,2,2,0,1
1660,1868,w107fce5,Small,1.0,645.0,0,1,4,choice,1,-2,-1.0,1,1,0,0
1661,1869,w107fce5,Animal,0.0,924.0,1,2,4,choice,4,-2,-2.0,1,1,1,1
1662,1870,w107fce5,Sea,0.0,1745.0,1,3,4,choice,2,-1,0.0,1,1,1,1
1663,1871,w107fce5,Pattern,0.0,796.0,0,4,4,choice,3,4,2.0,1,1,1,1
1664,1872,w107fce5,Solid,0.0,1702.0,1,1,5,choice,1,-1,-1.0,2,2,0,0
1665,1873,w107fce5,Land,1.0,2948.0,1,2,5,choice,2,3,-3.0,2,2,1,1
1666,1874,w107fce5,Large,1.0,1548.0,1,3,5,choice,4,1,-2.0,2,2,2,2
1667,1875,w107fce5,Object,,,0,4,5,choice,3,3,-1.0,2,2,1,1
1668,1876,w107fce5,Object,0.0,1048.0,1,1,6,choice,3,-2,-5.0,2,2,1,1
