wid,option,choice,rt,correct,trial_number,phase,n_images_with_option,n_images_with_option_wid,recalled_offer_value,true_offer_value
w6355333,Pets,1.0,1955.0,1.0,19.0,choice,2.0,2,2,2
wa620fe2,Pets,1.0,839.0,1.0,12.0,choice,2.0,2,2,2
w812d061,Pets,1.0,667.0,1.0,17.0,choice,2.0,3,-1,2
wf9347d8,Pets,1.0,744.0,1.0,27.0,choice,2.0,2,0,2
w5624f17,Pets,1.0,2730.0,1.0,24.0,choice,2.0,2,2,2
wad2e584,Pets,0.0,593.0,0.0,20.0,choice,2.0,5,0,2
wf2e46b5,Pets,1.0,378.0,1.0,1.0,choice,2.0,2,0,2
wbff56f6,Pets,1.0,523.0,1.0,24.0,choice,2.0,2,2,2
w3067c35,Pets,1.0,1080.0,1.0,14.0,choice,2.0,0,0,2
wc136bb6,Pets,1.0,2875.0,1.0,4.0,choice,2.0,2,2,2
wa24f9fe,Pets,1.0,4623.0,1.0,5.0,choice,2.0,2,2,2
w51d8142,Pets,1.0,842.0,1.0,11.0,choice,2.0,3,1,2
wf7e1cf2,Pets,1.0,570.0,1.0,23.0,choice,2.0,2,1,2
w915dec2,Pets,1.0,58.0,1.0,9.0,choice,2.0,4,2,2
w4e312fd,Pets,1.0,1512.0,1.0,21.0,choice,2.0,3,2,2
w0c6daff,Pets,1.0,2057.0,1.0,26.0,choice,2.0,2,2,2
w472a3b0,Pets,1.0,1659.0,1.0,26.0,choice,2.0,2,2,2
w7b672a4,Pets,1.0,4153.0,1.0,20.0,choice,2.0,2,0,2
wa06df17,Pets,1.0,2853.0,1.0,22.0,choice,2.0,2,1,2
w0e327f3,Pets,1.0,2496.0,1.0,29.0,choice,2.0,4,2,2
w1afb6bd,Pets,1.0,72.0,1.0,21.0,choice,2.0,2,2,2
w08dda5e,Pets,1.0,473.0,1.0,23.0,choice,2.0,3,2,2
w49dc7cd,Pets,1.0,1590.0,1.0,8.0,choice,2.0,2,2,2
w7574933,Pets,1.0,389.0,1.0,25.0,choice,2.0,2,2,2
w2e9806f,Berries,0.0,7270.0,0.0,15.0,choice,2.0,2,0,2
wf57281a,Berries,0.0,7033.0,0.0,17.0,choice,2.0,2,0,2
wc861d09,Berries,1.0,3034.0,1.0,5.0,choice,2.0,1,1,2
w3ef8767,Berries,0.0,4466.0,0.0,15.0,choice,2.0,1,0,2
wb050285,Berries,1.0,4204.0,1.0,15.0,choice,2.0,1,1,2
w2c5d7eb,Berries,1.0,279.0,1.0,21.0,choice,2.0,2,2,2
w567d945,Berries,0.0,5392.0,0.0,12.0,choice,2.0,2,0,2
wbf71104,Berries,0.0,973.0,0.0,4.0,choice,2.0,2,2,2
wdcba2fa,Berries,0.0,858.0,0.0,22.0,choice,2.0,1,0,2
w06dc745,Berries,1.0,644.0,1.0,30.0,choice,2.0,2,1,2
wd3b5cb5,Berries,1.0,1080.0,1.0,22.0,choice,2.0,1,2,2
wea422b2,Berries,1.0,407.0,1.0,26.0,choice,2.0,0,1,2
w8b71afe,Berries,1.0,3052.0,1.0,14.0,choice,2.0,2,2,2
wea26d76,Berries,1.0,4205.0,1.0,25.0,choice,2.0,2,2,2
w28e335e,Berries,1.0,602.0,1.0,4.0,choice,2.0,2,1,2
w8d04c13,Berries,1.0,446.0,1.0,24.0,choice,2.0,2,1,2
w882868f,Berries,1.0,774.0,1.0,29.0,choice,2.0,2,2,2
w973e0a4,Berries,1.0,2504.0,1.0,3.0,choice,2.0,2,0,2
w38281a7,Berries,1.0,374.0,1.0,8.0,choice,2.0,2,2,2
w15afaeb,Berries,1.0,3959.0,1.0,21.0,choice,2.0,2,0,2
we820c40,Berries,1.0,954.0,1.0,23.0,choice,2.0,2,1,2
wd1f6033,Berries,1.0,1908.0,1.0,2.0,choice,2.0,2,2,2
wa9588e1,Berries,1.0,546.0,1.0,21.0,choice,2.0,2,1,2
w417dedd,Berries,1.0,1741.0,1.0,6.0,choice,2.0,2,1,2
waf5ed76,Berries,1.0,517.0,1.0,27.0,choice,2.0,1,0,2
wb83a52c,Berries,1.0,638.0,1.0,28.0,choice,2.0,2,2,2
wf9d56e4,Berries,1.0,252.0,1.0,28.0,choice,2.0,2,2,2
w00c391f,Berries,0.0,1265.0,0.0,14.0,choice,2.0,1,0,2
wae73c1f,Berries,1.0,2768.0,1.0,27.0,choice,2.0,2,2,2
wbdee46f,Berries,1.0,1967.0,1.0,23.0,choice,2.0,2,2,2
wd1558cc,Berries,1.0,342.0,1.0,30.0,choice,2.0,2,0,2
w0cf8802,Berries,0.0,1923.0,0.0,28.0,choice,2.0,2,0,2
w31b7dbe,Berries,1.0,1510.0,1.0,23.0,choice,2.0,2,1,2
w1efb25c,Berries,1.0,1543.0,1.0,17.0,choice,2.0,2,2,2
w017e3cd,Berries,1.0,663.0,1.0,24.0,choice,2.0,2,2,2
w865d6ad,Berries,1.0,3928.0,1.0,25.0,choice,2.0,2,0,2
w4810e3e,Berries,1.0,6588.0,1.0,2.0,choice,2.0,2,0,2
w161eef2,Berries,1.0,676.0,1.0,18.0,choice,2.0,2,1,2
wd9e76e4,Berries,1.0,934.0,1.0,20.0,choice,2.0,1,0,2
w6355333,Berries,1.0,2147.0,1.0,18.0,choice,2.0,2,2,2
wa620fe2,Berries,1.0,962.0,1.0,9.0,choice,2.0,2,2,2
w812d061,Berries,0.0,320.0,0.0,24.0,choice,2.0,1,2,2
wf9347d8,Berries,1.0,1311.0,1.0,30.0,choice,2.0,2,2,2
w5624f17,Berries,1.0,1007.0,1.0,22.0,choice,2.0,2,2,2
wad2e584,Berries,1.0,220.0,1.0,22.0,choice,2.0,0,-1,2
wf2e46b5,Berries,1.0,1040.0,1.0,5.0,choice,2.0,2,2,2
wbff56f6,Berries,1.0,2552.0,1.0,28.0,choice,2.0,2,2,2
w3067c35,Berries,1.0,2288.0,1.0,11.0,choice,2.0,0,1,2
wc136bb6,Berries,1.0,789.0,1.0,20.0,choice,2.0,2,2,2
wa24f9fe,Berries,1.0,387.0,1.0,13.0,choice,2.0,1,2,2
w51d8142,Berries,1.0,782.0,1.0,22.0,choice,2.0,2,1,2
wf7e1cf2,Berries,1.0,690.0,1.0,19.0,choice,2.0,2,1,2
w915dec2,Berries,0.0,2127.0,0.0,30.0,choice,2.0,1,-1,2
w4e312fd,Berries,0.0,2147.0,0.0,18.0,choice,2.0,2,0,2
w0c6daff,Berries,1.0,581.0,1.0,30.0,choice,2.0,1,2,2
w472a3b0,Berries,1.0,754.0,1.0,4.0,choice,2.0,2,1,2
w7b672a4,Berries,1.0,2469.0,1.0,30.0,choice,2.0,0,1,2
wa06df17,Berries,0.0,1422.0,0.0,13.0,choice,2.0,2,0,2
w0e327f3,Berries,1.0,4251.0,1.0,20.0,choice,2.0,3,2,2
w1afb6bd,Berries,1.0,654.0,1.0,26.0,choice,2.0,2,1,2
w08dda5e,Berries,1.0,1826.0,1.0,2.0,choice,2.0,2,2,2
w49dc7cd,Berries,1.0,3319.0,1.0,4.0,choice,2.0,2,0,2
w7574933,Berries,1.0,286.0,1.0,4.0,choice,2.0,2,2,2
w2e9806f,Fruit,1.0,761.0,1.0,16.0,choice,3.0,3,1,1
wf57281a,Fruit,1.0,750.0,1.0,9.0,choice,3.0,3,0,1
wc861d09,Fruit,1.0,4424.0,1.0,28.0,choice,3.0,4,2,1
w3ef8767,Fruit,0.0,4302.0,0.0,19.0,choice,3.0,2,-1,1
wb050285,Fruit,1.0,1391.0,1.0,19.0,choice,3.0,2,1,1
w2c5d7eb,Fruit,1.0,875.0,1.0,28.0,choice,3.0,3,1,1
w567d945,Fruit,0.0,5497.0,0.0,16.0,choice,3.0,2,-1,1
wbf71104,Fruit,0.0,1078.0,0.0,19.0,choice,3.0,3,1,1
wdcba2fa,Fruit,0.0,187.0,0.0,3.0,choice,3.0,3,0,1
w06dc745,Fruit,1.0,1333.0,1.0,9.0,choice,3.0,3,2,1
wd3b5cb5,Fruit,1.0,550.0,1.0,6.0,choice,3.0,3,1,1
wea422b2,Fruit,1.0,299.0,1.0,11.0,choice,3.0,1,1,1
w8b71afe,Fruit,1.0,687.0,1.0,9.0,choice,3.0,3,2,1
wea26d76,Fruit,1.0,5492.0,1.0,8.0,choice,3.0,3,2,1
w28e335e,Fruit,1.0,4491.0,1.0,26.0,choice,3.0,3,1,1
w8d04c13,Fruit,1.0,2174.0,1.0,4.0,choice,3.0,3,1,1
w882868f,Fruit,1.0,548.0,1.0,30.0,choice,3.0,3,1,1
w973e0a4,Fruit,1.0,2808.0,1.0,1.0,choice,3.0,2,-1,1
w38281a7,Fruit,1.0,1273.0,1.0,26.0,choice,3.0,3,1,1
w15afaeb,Fruit,1.0,2971.0,1.0,12.0,choice,3.0,3,0,1
we820c40,Fruit,1.0,795.0,1.0,24.0,choice,3.0,3,1,1
wd1f6033,Fruit,0.0,2796.0,0.0,18.0,choice,3.0,1,1,1
wa9588e1,Fruit,1.0,1113.0,1.0,30.0,choice,3.0,3,1,1
w417dedd,Fruit,1.0,91.0,1.0,24.0,choice,3.0,4,1,1
waf5ed76,Fruit,1.0,4289.0,1.0,19.0,choice,3.0,3,-1,1
wb83a52c,Fruit,1.0,1689.0,1.0,17.0,choice,3.0,3,2,1
wf9d56e4,Fruit,1.0,1025.0,1.0,17.0,choice,3.0,3,2,1
w00c391f,Fruit,0.0,539.0,0.0,21.0,choice,3.0,2,0,1
wae73c1f,Fruit,1.0,2078.0,1.0,2.0,choice,3.0,2,1,1
wbdee46f,Fruit,1.0,772.0,1.0,7.0,choice,3.0,3,2,1
wd1558cc,Fruit,1.0,476.0,1.0,17.0,choice,3.0,0,0,1
w0cf8802,Fruit,1.0,1135.0,1.0,19.0,choice,3.0,3,0,1
w31b7dbe,Fruit,1.0,2173.0,1.0,13.0,choice,3.0,2,1,1
w1efb25c,Fruit,1.0,1307.0,1.0,6.0,choice,3.0,3,2,1
w017e3cd,Fruit,1.0,1186.0,1.0,23.0,choice,3.0,5,1,1
w865d6ad,Fruit,1.0,479.0,1.0,13.0,choice,3.0,3,-1,1
w4810e3e,Fruit,1.0,3159.0,1.0,12.0,choice,3.0,2,0,1
w161eef2,Fruit,1.0,386.0,1.0,28.0,choice,3.0,3,1,1
wd9e76e4,Fruit,1.0,1668.0,1.0,12.0,choice,3.0,4,0,1
w6355333,Fruit,1.0,3369.0,1.0,21.0,choice,3.0,3,3,1
wa620fe2,Fruit,1.0,3641.0,1.0,23.0,choice,3.0,4,1,1
w812d061,Fruit,,,0.0,1.0,choice,3.0,3,2,1
wf9347d8,Fruit,1.0,3506.0,1.0,16.0,choice,3.0,3,1,1
w5624f17,Fruit,1.0,2446.0,1.0,23.0,choice,3.0,3,1,1
wad2e584,Fruit,0.0,724.0,0.0,12.0,choice,3.0,3,-2,1
wf2e46b5,Fruit,1.0,389.0,1.0,13.0,choice,3.0,3,2,1
wbff56f6,Fruit,1.0,1395.0,1.0,4.0,choice,3.0,3,2,1
w3067c35,Fruit,1.0,779.0,1.0,25.0,choice,3.0,2,1,1
wc136bb6,Fruit,1.0,5088.0,1.0,3.0,choice,3.0,4,1,1
wa24f9fe,Fruit,1.0,222.0,1.0,15.0,choice,3.0,4,2,1
w51d8142,Fruit,0.0,2713.0,0.0,18.0,choice,3.0,3,1,1
wf7e1cf2,Fruit,1.0,5.0,1.0,17.0,choice,3.0,3,1,1
w915dec2,Fruit,1.0,958.0,1.0,11.0,choice,3.0,3,-1,1
w4e312fd,Fruit,0.0,1346.0,0.0,13.0,choice,3.0,3,0,1
w0c6daff,Fruit,1.0,125.0,1.0,27.0,choice,3.0,4,2,1
w472a3b0,Fruit,1.0,2146.0,1.0,3.0,choice,3.0,3,0,1
w7b672a4,Fruit,1.0,3547.0,1.0,14.0,choice,3.0,0,1,1
wa06df17,Fruit,1.0,3026.0,1.0,16.0,choice,3.0,2,0,1
w0e327f3,Fruit,,,0.0,25.0,choice,3.0,3,2,1
w1afb6bd,Fruit,1.0,426.0,1.0,18.0,choice,3.0,3,1,1
w08dda5e,Fruit,1.0,295.0,1.0,22.0,choice,3.0,3,3,1
w49dc7cd,Fruit,1.0,1796.0,1.0,30.0,choice,3.0,3,0,1
w7574933,Fruit,1.0,2808.0,1.0,28.0,choice,3.0,3,1,1
w2e9806f,Dessert,1.0,3710.0,1.0,17.0,choice,1.0,0,0,1
wf57281a,Dessert,1.0,267.0,1.0,19.0,choice,1.0,1,1,1
wc861d09,Dessert,1.0,6602.0,1.0,21.0,choice,1.0,0,1,1
w3ef8767,Dessert,1.0,1309.0,1.0,23.0,choice,1.0,1,0,1
wb050285,Dessert,1.0,1741.0,1.0,7.0,choice,1.0,0,0,1
w2c5d7eb,Dessert,1.0,953.0,1.0,12.0,choice,1.0,1,1,1
w567d945,Dessert,1.0,2890.0,1.0,28.0,choice,1.0,1,0,1
wbf71104,Dessert,1.0,600.0,1.0,15.0,choice,1.0,1,0,1
wdcba2fa,Dessert,0.0,321.0,0.0,9.0,choice,1.0,1,0,1
w06dc745,Dessert,1.0,1167.0,1.0,27.0,choice,1.0,1,0,1
wd3b5cb5,Dessert,0.0,4696.0,0.0,17.0,choice,1.0,0,1,1
wea422b2,Dessert,1.0,3929.0,1.0,29.0,choice,1.0,0,1,1
w8b71afe,Dessert,0.0,3073.0,0.0,17.0,choice,1.0,1,1,1
wea26d76,Dessert,1.0,2484.0,1.0,22.0,choice,1.0,1,1,1
w28e335e,Dessert,1.0,1984.0,1.0,5.0,choice,1.0,1,1,1
w8d04c13,Dessert,1.0,643.0,1.0,11.0,choice,1.0,1,1,1
w882868f,Dessert,1.0,3066.0,1.0,5.0,choice,1.0,0,0,1
w973e0a4,Dessert,1.0,1285.0,1.0,22.0,choice,1.0,1,1,1
w38281a7,Dessert,1.0,2290.0,1.0,27.0,choice,1.0,1,1,1
w15afaeb,Dessert,1.0,1237.0,1.0,5.0,choice,1.0,2,0,1
we820c40,Dessert,0.0,5389.0,0.0,18.0,choice,1.0,1,0,1
wd1f6033,Dessert,0.0,2879.0,0.0,6.0,choice,1.0,0,1,1
wa9588e1,Dessert,1.0,424.0,1.0,4.0,choice,1.0,4,0,1
w417dedd,Dessert,1.0,2478.0,1.0,28.0,choice,1.0,2,0,1
waf5ed76,Dessert,1.0,352.0,1.0,16.0,choice,1.0,1,0,1
wb83a52c,Dessert,1.0,748.0,1.0,27.0,choice,1.0,1,0,1
wf9d56e4,Dessert,,,0.0,2.0,choice,1.0,1,1,1
w00c391f,Dessert,0.0,722.0,0.0,23.0,choice,1.0,1,0,1
wae73c1f,Dessert,1.0,6681.0,1.0,13.0,choice,1.0,2,1,1
wbdee46f,Dessert,1.0,2001.0,1.0,27.0,choice,1.0,3,0,1
wd1558cc,Dessert,1.0,375.0,1.0,9.0,choice,1.0,1,0,1
w0cf8802,Dessert,1.0,952.0,1.0,29.0,choice,1.0,1,0,1
w31b7dbe,Dessert,1.0,5713.0,1.0,12.0,choice,1.0,1,0,1
w1efb25c,Dessert,1.0,387.0,1.0,22.0,choice,1.0,4,1,1
w017e3cd,Dessert,1.0,1744.0,1.0,6.0,choice,1.0,1,0,1
w865d6ad,Dessert,1.0,749.0,1.0,22.0,choice,1.0,1,1,1
w4810e3e,Dessert,1.0,2362.0,1.0,13.0,choice,1.0,1,1,1
w161eef2,Dessert,1.0,2029.0,1.0,5.0,choice,1.0,1,0,1
wd9e76e4,Dessert,1.0,1167.0,1.0,13.0,choice,1.0,2,1,1
w6355333,Dessert,1.0,5885.0,1.0,5.0,choice,1.0,1,0,1
wa620fe2,Dessert,1.0,979.0,1.0,11.0,choice,1.0,1,1,1
w812d061,Dessert,1.0,72.0,1.0,11.0,choice,1.0,2,0,1
wf9347d8,Dessert,1.0,4411.0,1.0,1.0,choice,1.0,1,1,1
w5624f17,Dessert,1.0,252.0,1.0,12.0,choice,1.0,1,0,1
wad2e584,Dessert,0.0,829.0,0.0,15.0,choice,1.0,0,0,1
wf2e46b5,Dessert,1.0,952.0,1.0,4.0,choice,1.0,1,1,1
wbff56f6,Dessert,0.0,4419.0,0.0,23.0,choice,1.0,0,0,1
w3067c35,Dessert,1.0,2300.0,1.0,3.0,choice,1.0,1,0,1
wc136bb6,Dessert,1.0,3807.0,1.0,5.0,choice,1.0,1,1,1
wa24f9fe,Dessert,1.0,6025.0,1.0,1.0,choice,1.0,1,0,1
w51d8142,Dessert,1.0,930.0,1.0,10.0,choice,1.0,2,0,1
wf7e1cf2,Dessert,1.0,1255.0,1.0,12.0,choice,1.0,1,0,1
w915dec2,Dessert,0.0,3500.0,0.0,13.0,choice,1.0,1,0,1
w4e312fd,Dessert,0.0,622.0,0.0,9.0,choice,1.0,1,0,1
w0c6daff,Dessert,1.0,3749.0,1.0,11.0,choice,1.0,1,0,1
w472a3b0,Dessert,1.0,682.0,1.0,2.0,choice,1.0,1,0,1
w7b672a4,Dessert,1.0,2361.0,1.0,3.0,choice,1.0,0,0,1
wa06df17,Dessert,1.0,1361.0,1.0,2.0,choice,1.0,1,0,1
w0e327f3,Dessert,1.0,4144.0,1.0,6.0,choice,1.0,3,1,1
w1afb6bd,Dessert,0.0,5937.0,0.0,2.0,choice,1.0,0,1,1
w08dda5e,Dessert,1.0,798.0,1.0,7.0,choice,1.0,0,1,1
w49dc7cd,Dessert,1.0,3888.0,1.0,2.0,choice,1.0,1,0,1
w7574933,Dessert,1.0,987.0,1.0,2.0,choice,1.0,1,1,1
w2e9806f,Grass,0.0,5221.0,1.0,18.0,choice,3.0,3,1,-1
wf57281a,Grass,0.0,3610.0,1.0,1.0,choice,3.0,2,-1,-1
wc861d09,Grass,,,0.0,24.0,choice,3.0,1,2,-1
w3ef8767,Grass,0.0,653.0,1.0,11.0,choice,3.0,3,0,-1
wb050285,Grass,0.0,2097.0,1.0,17.0,choice,3.0,1,2,-1
w2c5d7eb,Grass,1.0,5943.0,0.0,2.0,choice,3.0,4,0,-1
w567d945,Grass,0.0,4649.0,1.0,7.0,choice,3.0,1,0,-1
wbf71104,Grass,1.0,745.0,0.0,5.0,choice,3.0,1,0,-1
wdcba2fa,Grass,0.0,411.0,1.0,24.0,choice,3.0,0,0,-1
w06dc745,Grass,0.0,947.0,1.0,23.0,choice,3.0,0,-1,-1
wd3b5cb5,Grass,1.0,4409.0,0.0,29.0,choice,3.0,3,1,-1
wea422b2,Grass,,,0.0,15.0,choice,3.0,0,1,-1
w8b71afe,Grass,1.0,1559.0,0.0,29.0,choice,3.0,3,1,-1
wea26d76,Grass,0.0,5965.0,1.0,5.0,choice,3.0,1,1,-1
w28e335e,Grass,0.0,3418.0,1.0,15.0,choice,3.0,1,-1,-1
w8d04c13,Grass,1.0,244.0,0.0,27.0,choice,3.0,3,1,-1
w882868f,Grass,1.0,5096.0,0.0,10.0,choice,3.0,3,1,-1
w973e0a4,Grass,0.0,1508.0,1.0,19.0,choice,3.0,1,1,-1
w38281a7,Grass,1.0,6691.0,0.0,1.0,choice,3.0,2,0,-1
w15afaeb,Grass,0.0,5722.0,1.0,10.0,choice,3.0,5,0,-1
we820c40,Grass,0.0,5696.0,1.0,21.0,choice,3.0,0,0,-1
wd1f6033,Grass,1.0,3769.0,0.0,4.0,choice,3.0,3,-1,-1
wa9588e1,Grass,1.0,779.0,0.0,9.0,choice,3.0,1,-1,-1
w417dedd,Grass,1.0,2556.0,0.0,10.0,choice,3.0,2,0,-1
waf5ed76,Grass,0.0,2995.0,1.0,9.0,choice,3.0,3,1,-1
wb83a52c,Grass,0.0,2788.0,1.0,7.0,choice,3.0,3,0,-1
wf9d56e4,Grass,0.0,569.0,1.0,13.0,choice,3.0,5,-2,-1
w00c391f,Grass,1.0,1461.0,0.0,25.0,choice,3.0,0,0,-1
wae73c1f,Grass,0.0,2512.0,1.0,11.0,choice,3.0,1,0,-1
wbdee46f,Grass,,,0.0,22.0,choice,3.0,1,1,-1
wd1558cc,Grass,0.0,5841.0,1.0,11.0,choice,3.0,2,0,-1
w0cf8802,Grass,0.0,533.0,1.0,18.0,choice,3.0,2,2,-1
w31b7dbe,Grass,0.0,5882.0,1.0,2.0,choice,3.0,2,1,-1
w1efb25c,Grass,0.0,4165.0,1.0,4.0,choice,3.0,2,-1,-1
w017e3cd,Grass,0.0,5095.0,1.0,22.0,choice,3.0,2,2,-1
w865d6ad,Grass,0.0,732.0,1.0,26.0,choice,3.0,1,0,-1
w4810e3e,Grass,0.0,3943.0,1.0,29.0,choice,3.0,4,1,-1
w161eef2,Grass,1.0,2554.0,0.0,6.0,choice,3.0,1,0,-1
wd9e76e4,Grass,0.0,2708.0,1.0,24.0,choice,3.0,3,1,-1
w6355333,Grass,0.0,4894.0,1.0,27.0,choice,3.0,1,-1,-1
wa620fe2,Grass,1.0,6756.0,0.0,29.0,choice,3.0,5,0,-1
w812d061,Grass,1.0,2371.0,0.0,29.0,choice,3.0,4,0,-1
wf9347d8,Grass,1.0,2396.0,0.0,29.0,choice,3.0,1,0,-1
w5624f17,Grass,1.0,4545.0,0.0,4.0,choice,3.0,3,1,-1
wad2e584,Grass,1.0,322.0,0.0,29.0,choice,3.0,2,1,-1
wf2e46b5,Grass,0.0,1608.0,1.0,16.0,choice,3.0,0,1,-1
wbff56f6,Grass,0.0,5476.0,1.0,22.0,choice,3.0,3,1,-1
w3067c35,Grass,1.0,5192.0,0.0,24.0,choice,3.0,1,1,-1
wc136bb6,Grass,1.0,4647.0,0.0,12.0,choice,3.0,2,0,-1
wa24f9fe,Grass,1.0,3574.0,0.0,9.0,choice,3.0,1,1,-1
w51d8142,Grass,0.0,3072.0,1.0,26.0,choice,3.0,3,1,-1
wf7e1cf2,Grass,1.0,2325.0,0.0,28.0,choice,3.0,3,0,-1
w915dec2,Grass,1.0,2213.0,0.0,20.0,choice,3.0,2,1,-1
w4e312fd,Grass,0.0,2382.0,1.0,1.0,choice,3.0,3,1,-1
w0c6daff,Grass,0.0,4004.0,1.0,9.0,choice,3.0,3,1,-1
w472a3b0,Grass,0.0,2846.0,1.0,21.0,choice,3.0,1,-2,-1
w7b672a4,Grass,1.0,3748.0,0.0,6.0,choice,3.0,0,2,-1
wa06df17,Grass,1.0,2728.0,0.0,4.0,choice,3.0,3,0,-1
w0e327f3,Grass,0.0,3490.0,1.0,23.0,choice,3.0,3,-1,-1
w1afb6bd,Grass,1.0,812.0,0.0,13.0,choice,3.0,3,2,-1
w08dda5e,Grass,1.0,3255.0,0.0,9.0,choice,3.0,3,-1,-1
w49dc7cd,Grass,1.0,2052.0,0.0,14.0,choice,3.0,2,0,-1
w7574933,Grass,0.0,5967.0,1.0,19.0,choice,3.0,3,0,-1
w2e9806f,Water,1.0,2238.0,0.0,19.0,choice,3.0,3,0,-3
wf57281a,Water,1.0,1121.0,0.0,16.0,choice,3.0,2,0,-3
wc861d09,Water,1.0,4374.0,0.0,15.0,choice,3.0,3,0,-3
w3ef8767,Water,0.0,3827.0,1.0,24.0,choice,3.0,2,0,-3
wb050285,Water,0.0,4090.0,1.0,2.0,choice,3.0,2,-2,-3
w2c5d7eb,Water,0.0,2978.0,1.0,22.0,choice,3.0,3,-2,-3
w567d945,Water,0.0,2399.0,1.0,21.0,choice,3.0,3,0,-3
wbf71104,Water,1.0,1975.0,0.0,21.0,choice,3.0,2,-1,-3
wdcba2fa,Water,1.0,1175.0,0.0,8.0,choice,3.0,3,-1,-3
w06dc745,Water,1.0,2130.0,0.0,18.0,choice,3.0,2,1,-3
wd3b5cb5,Water,0.0,3316.0,1.0,1.0,choice,3.0,4,0,-3
wea422b2,Water,1.0,4095.0,0.0,21.0,choice,3.0,1,-1,-3
w8b71afe,Water,1.0,4390.0,0.0,26.0,choice,3.0,3,0,-3
wea26d76,Water,0.0,6672.0,1.0,1.0,choice,3.0,3,-3,-3
w28e335e,Water,0.0,685.0,1.0,11.0,choice,3.0,1,-2,-3
w8d04c13,Water,0.0,1383.0,1.0,21.0,choice,3.0,2,-2,-3
w882868f,Water,0.0,88.0,1.0,14.0,choice,3.0,3,-3,-3
w973e0a4,Water,0.0,834.0,1.0,29.0,choice,3.0,3,-1,-3
w38281a7,Water,0.0,2069.0,1.0,12.0,choice,3.0,2,-2,-3
w15afaeb,Water,0.0,3692.0,1.0,13.0,choice,3.0,3,-1,-3
we820c40,Water,0.0,866.0,1.0,7.0,choice,3.0,3,-1,-3
wd1f6033,Water,0.0,325.0,1.0,28.0,choice,3.0,1,-3,-3
wa9588e1,Water,1.0,488.0,0.0,19.0,choice,3.0,2,-1,-3
w417dedd,Water,0.0,725.0,1.0,12.0,choice,3.0,3,-1,-3
waf5ed76,Water,0.0,618.0,1.0,5.0,choice,3.0,3,-3,-3
wb83a52c,Water,0.0,2275.0,1.0,29.0,choice,3.0,3,0,-3
wf9d56e4,Water,0.0,3125.0,1.0,12.0,choice,3.0,3,-2,-3
w00c391f,Water,0.0,492.0,1.0,5.0,choice,3.0,3,0,-3
wae73c1f,Water,1.0,2945.0,0.0,21.0,choice,3.0,2,1,-3
wbdee46f,Water,0.0,3496.0,1.0,11.0,choice,3.0,3,-1,-3
wd1558cc,Water,1.0,2367.0,0.0,10.0,choice,3.0,3,1,-3
w0cf8802,Water,0.0,3030.0,1.0,7.0,choice,3.0,3,0,-3
w31b7dbe,Water,0.0,4585.0,1.0,7.0,choice,3.0,3,-1,-3
w1efb25c,Water,1.0,5871.0,0.0,2.0,choice,3.0,3,-2,-3
w017e3cd,Water,0.0,4002.0,1.0,21.0,choice,3.0,3,0,-3
w865d6ad,Water,0.0,793.0,1.0,2.0,choice,3.0,0,-1,-3
w4810e3e,Water,,,0.0,4.0,choice,3.0,3,3,-3
w161eef2,Water,0.0,1567.0,1.0,25.0,choice,3.0,2,0,-3
wd9e76e4,Water,1.0,2051.0,0.0,21.0,choice,3.0,4,1,-3
w6355333,Water,0.0,543.0,1.0,17.0,choice,3.0,3,-2,-3
wa620fe2,Water,0.0,2693.0,1.0,6.0,choice,3.0,2,-2,-3
w812d061,Water,1.0,335.0,0.0,26.0,choice,3.0,6,-1,-3
wf9347d8,Water,1.0,3155.0,0.0,22.0,choice,3.0,2,1,-3
w5624f17,Water,0.0,3779.0,1.0,17.0,choice,3.0,3,2,-3
wad2e584,Water,1.0,1233.0,0.0,27.0,choice,3.0,2,1,-3
wf2e46b5,Water,0.0,703.0,1.0,3.0,choice,3.0,2,1,-3
wbff56f6,Water,0.0,1266.0,1.0,25.0,choice,3.0,3,-2,-3
w3067c35,Water,1.0,803.0,0.0,29.0,choice,3.0,2,0,-3
wc136bb6,Water,0.0,7279.0,1.0,11.0,choice,3.0,3,-2,-3
wa24f9fe,Water,0.0,6348.0,1.0,7.0,choice,3.0,3,-2,-3
w51d8142,Water,0.0,1397.0,1.0,14.0,choice,3.0,3,-2,-3
wf7e1cf2,Water,,,0.0,29.0,choice,3.0,1,0,-3
w915dec2,Water,1.0,3865.0,0.0,6.0,choice,3.0,3,0,-3
w4e312fd,Water,0.0,507.0,1.0,3.0,choice,3.0,2,-2,-3
w0c6daff,Water,0.0,1195.0,1.0,13.0,choice,3.0,3,-1,-3
w472a3b0,Water,0.0,495.0,1.0,22.0,choice,3.0,3,-2,-3
w7b672a4,Water,0.0,1370.0,1.0,16.0,choice,3.0,0,-2,-3
wa06df17,Water,0.0,1283.0,1.0,28.0,choice,3.0,3,0,-3
w0e327f3,Water,,,0.0,10.0,choice,3.0,1,-3,-3
w1afb6bd,Water,0.0,58.0,1.0,7.0,choice,3.0,3,-3,-3
w08dda5e,Water,1.0,2133.0,0.0,16.0,choice,3.0,3,1,-3
w49dc7cd,Water,1.0,2917.0,0.0,19.0,choice,3.0,3,1,-3
w7574933,Water,0.0,3696.0,1.0,12.0,choice,3.0,2,-1,-3
w2e9806f,Balls,1.0,1274.0,1.0,20.0,choice,3.0,3,0,1
