,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
1031,1325,w06866f0,Land,1.0,1555.0,1,2,6,choice,4,1,1.0,6,6,4,4,1.0
1032,1326,w06866f0,Small,0.0,2293.0,1,3,6,choice,2,-3,-3.0,6,6,2,2,-3.0
1033,1327,w06866f0,Object,0.0,1890.0,1,4,6,choice,1,-1,-1.0,6,6,1,1,-1.0
1034,1328,w06866f0,Large,0.0,3601.0,1,1,7,choice,3,-1,1.0,4,4,1,2,2.0
1035,1329,w06866f0,Land,0.0,1720.0,1,2,7,choice,1,-1,-1.0,4,4,1,2,-1.0
1036,1330,w06866f0,Animal,1.0,2277.0,1,3,7,choice,4,1,1.0,4,4,3,4,3.0
1037,1331,w06866f0,Solid,0.0,1389.0,1,4,7,choice,2,-3,3.0,4,4,1,1,2.0
1038,1332,wb14e228,Land,,,0,1,1,choice,2,3,3.0,3,3,1,3,1.0
1039,1333,wb14e228,Solid,0.0,2636.0,1,2,1,choice,4,-1,3.0,3,3,3,3,1.0
1040,1334,wb14e228,Animal,0.0,1224.0,0,3,1,choice,3,1,1.0,3,3,2,3,-1.0
1041,1336,wb14e228,Animal,0.0,5159.0,1,1,2,choice,2,-3,2.0,5,5,1,2,1.0
1042,1337,wb14e228,Sea,0.0,5253.0,1,2,2,choice,1,-2,-2.0,5,5,1,1,-2.0
1043,1338,wb14e228,Large,0.0,1680.0,1,3,2,choice,3,-1,1.0,5,5,3,4,1.0
1044,1339,wb14e228,Pattern,1.0,2080.0,1,4,2,choice,4,1,3.0,5,5,4,4,3.0
1045,1340,wb14e228,Solid,1.0,7014.0,0,1,3,choice,2,-1,0.0,5,5,1,2,1.0
1046,1341,wb14e228,Small,1.0,3460.0,0,2,3,choice,4,-1,3.0,5,5,4,5,3.0
1047,1342,wb14e228,Sea,0.0,2916.0,1,3,3,choice,3,-5,-2.0,5,5,3,3,-2.0
1048,1343,wb14e228,Animal,1.0,3665.0,1,4,3,choice,1,1,2.0,5,5,1,1,2.0
1049,1344,wb14e228,Large,0.0,3741.0,0,1,4,choice,4,1,1.0,6,6,4,4,1.0
1050,1345,wb14e228,Object,0.0,4500.0,1,2,4,choice,2,-4,-4.0,6,6,2,2,-4.0
1051,1346,wb14e228,Solid,0.0,4439.0,1,3,4,choice,3,-2,-2.0,6,6,3,3,-2.0
1052,1347,wb14e228,Land,1.0,3030.0,1,4,4,choice,1,2,2.0,6,6,1,1,2.0
1053,1348,wb14e228,Small,1.0,4166.0,1,1,5,choice,2,1,1.0,6,6,2,2,1.0
1054,1349,wb14e228,Pattern,0.0,4455.0,0,2,5,choice,3,2,2.0,6,6,3,3,2.0
1055,1350,wb14e228,Animal,0.0,3602.0,0,3,5,choice,4,1,1.0,6,6,4,4,1.0
1056,1351,wb14e228,Land,1.0,4928.0,0,4,5,choice,1,-2,-2.0,6,6,1,1,-2.0
1057,1352,wb14e228,Solid,0.0,4125.0,1,1,6,choice,3,-1,-1.0,6,6,3,3,-1.0
1058,1353,wb14e228,Object,0.0,3459.0,1,2,6,choice,1,-1,-1.0,6,6,1,1,-1.0
1059,1354,wb14e228,Large,1.0,4287.0,1,3,6,choice,2,1,1.0,6,6,2,2,1.0
1060,1355,wb14e228,Land,1.0,4380.0,0,4,6,choice,4,-3,-3.0,6,6,4,4,-3.0
1061,1356,wb14e228,Pattern,1.0,2201.0,1,1,7,choice,4,3,1.0,6,6,4,4,1.0
1062,1357,wb14e228,Object,1.0,1799.0,1,2,7,choice,3,1,-1.0,6,6,3,3,-1.0
1063,1358,wb14e228,Sea,0.0,1306.0,1,3,7,choice,1,-1,-1.0,6,6,1,1,-1.0
1064,1359,wb14e228,Large,1.0,1484.0,1,4,7,choice,2,3,1.0,6,6,2,2,1.0
1065,1360,wed2778e,Small,1.0,3151.0,0,1,1,choice,1,-2,-1.0,6,6,1,1,-1.0
1066,1361,wed2778e,Animal,0.0,3645.0,0,2,1,choice,3,2,2.0,6,6,3,3,2.0
1067,1362,wed2778e,Land,0.0,1417.0,1,3,1,choice,2,-3,-2.0,6,6,2,2,-2.0
1068,1363,wed2778e,Solid,0.0,3618.0,1,4,1,choice,4,-3,-1.0,6,6,4,4,-1.0
1069,1364,wed2778e,Object,1.0,5091.0,1,1,2,choice,4,1,1.0,5,5,3,3,2.0
1070,1365,wed2778e,Small,0.0,3628.0,1,2,2,choice,3,-2,-2.0,5,5,3,3,-2.0
1071,1366,wed2778e,Pattern,0.0,4842.0,1,3,2,choice,1,-1,-1.0,5,5,1,1,-1.0
1072,1367,wed2778e,Land,0.0,4006.0,1,4,2,choice,2,-2,-2.0,5,5,1,1,-1.0
1073,1368,wed2778e,Object,0.0,5074.0,1,1,3,choice,4,-4,-5.0,6,6,4,4,-5.0
1074,1369,wed2778e,Solid,0.0,5212.0,1,2,3,choice,3,-3,-3.0,6,6,3,3,-3.0
1075,1370,wed2778e,Land,1.0,5045.0,1,3,3,choice,1,1,1.0,6,6,1,1,1.0
1076,1371,wed2778e,Large,0.0,3996.0,1,4,3,choice,2,-1,-1.0,6,6,2,2,-1.0
1077,1372,wed2778e,Animal,1.0,3735.0,1,1,4,choice,1,2,2.0,5,5,1,1,2.0
1078,1373,wed2778e,Pattern,0.0,3536.0,1,2,4,choice,4,-2,-1.0,5,5,3,3,0.0
1079,1374,wed2778e,Sea,1.0,3479.0,1,3,4,choice,3,3,3.0,5,5,2,2,4.0
1080,1375,wed2778e,Large,1.0,3803.0,1,4,4,choice,2,1,2.0,5,5,2,2,2.0
1081,1376,wed2778e,Sea,1.0,4146.0,1,1,5,choice,2,3,2.0,6,6,2,2,2.0
1082,1377,wed2778e,Object,0.0,5200.0,1,2,5,choice,3,-1,-1.0,6,6,3,3,-1.0
1083,1378,wed2778e,Large,1.0,3127.0,1,3,5,choice,1,2,2.0,6,6,1,1,2.0
1084,1379,wed2778e,Pattern,1.0,4629.0,1,4,5,choice,4,1,0.0,6,6,4,4,0.0
1085,1380,wed2778e,Small,0.0,4365.0,0,1,6,choice,2,1,1.0,6,6,2,2,1.0
1086,1381,wed2778e,Object,0.0,3446.0,1,2,6,choice,1,-2,-2.0,6,6,1,1,-2.0
1087,1382,wed2778e,Land,0.0,4684.0,1,3,6,choice,3,-1,0.0,6,6,3,3,0.0
1088,1383,wed2778e,Pattern,1.0,4466.0,1,4,6,choice,4,1,1.0,6,6,4,4,1.0
1089,1384,wed2778e,Animal,0.0,4004.0,1,1,7,choice,3,-1,-1.0,6,6,3,3,-1.0
1090,1385,wed2778e,Small,1.0,5175.0,1,2,7,choice,4,1,1.0,6,6,4,4,1.0
1091,1386,wed2778e,Sea,1.0,3541.0,1,3,7,choice,1,2,2.0,6,6,1,1,2.0
1092,1387,wed2778e,Solid,0.0,4604.0,1,4,7,choice,2,-3,-3.0,6,6,2,2,-3.0
1093,1388,w0a27d42,Animal,,,0,1,1,choice,3,-1,-4.0,4,4,1,2,-2.0
1094,1389,w0a27d42,Land,1.0,3421.0,1,2,1,choice,2,1,1.0,4,4,1,3,2.0
1095,1390,w0a27d42,Solid,1.0,2440.0,1,3,1,choice,4,5,1.0,4,4,3,4,2.0
1096,1391,w0a27d42,Small,1.0,4341.0,1,4,1,choice,1,2,2.0,4,4,1,2,2.0
1097,1392,w0a27d42,Sea,1.0,3173.0,1,1,2,choice,1,2,2.0,6,6,1,1,2.0
1098,1393,w0a27d42,Large,1.0,3930.0,1,2,2,choice,3,2,3.0,6,6,3,3,3.0
1099,1394,w0a27d42,Pattern,1.0,1413.0,1,3,2,choice,4,1,4.0,6,6,4,4,4.0
1100,1395,w0a27d42,Animal,0.0,2585.0,1,4,2,choice,2,-3,-2.0,6,6,2,2,-2.0
1101,1396,w0a27d42,Small,0.0,3572.0,0,1,3,choice,4,1,1.0,3,3,3,3,0.0
1102,1397,w0a27d42,Animal,0.0,4459.0,1,2,3,choice,1,-1,1.0,3,3,1,1,1.0
1103,1398,w0a27d42,Sea,0.0,2109.0,0,3,3,choice,3,5,-2.0,3,3,2,2,-1.0
1104,1399,w0a27d42,Solid,1.0,1124.0,1,4,3,choice,2,1,-4.0,3,3,1,1,-2.0
1105,1400,w0a27d42,Large,1.0,4309.0,0,1,4,choice,4,-2,2.0,5,5,3,4,4.0
1106,1401,w0a27d42,Land,0.0,2570.0,0,2,4,choice,1,1,1.0,5,5,1,2,1.0
1107,1402,w0a27d42,Object,1.0,1972.0,0,3,4,choice,2,-3,0.0,5,5,2,3,0.0
1108,1403,w0a27d42,Solid,1.0,2378.0,0,4,4,choice,3,-2,1.0,5,5,3,4,1.0
1109,1404,w0a27d42,Animal,0.0,3764.0,1,1,5,choice,4,-2,3.0,3,3,3,4,1.0
1110,1406,w0a27d42,Pattern,1.0,1380.0,1,3,5,choice,3,5,0.0,3,3,1,2,-2.0
1111,1407,w0a27d42,Small,1.0,2013.0,1,4,5,choice,2,1,3.0,3,3,1,2,2.0
1112,1408,w0a27d42,Object,0.0,5377.0,1,1,6,choice,1,-1,1.0,4,4,1,2,1.0
1113,1409,w0a27d42,Solid,1.0,1597.0,1,2,6,choice,3,1,2.0,4,4,2,3,3.0
1114,1410,w0a27d42,Land,1.0,1769.0,0,3,6,choice,4,-3,1.0,4,4,2,2,0.0
1115,1411,w0a27d42,Large,0.0,2529.0,1,4,6,choice,2,-2,0.0,4,4,2,3,0.0
1116,1412,w0a27d42,Large,1.0,4260.0,0,1,7,choice,2,-1,-3.0,4,4,1,2,-2.0
1117,1413,w0a27d42,Pattern,0.0,5790.0,1,2,7,choice,4,-2,-4.0,4,4,3,4,-3.0
1118,1414,w0a27d42,Sea,0.0,3838.0,0,3,7,choice,1,1,-2.0,4,4,1,3,-2.0
1119,1415,w0a27d42,Object,1.0,1460.0,0,4,7,choice,3,-3,0.0,4,4,3,4,0.0
1120,1417,wa90a378,Land,,,0,2,1,choice,2,3,3.0,4,4,1,3,2.0
1121,1418,wa90a378,Animal,0.0,2237.0,1,3,1,choice,3,-1,-2.0,4,4,2,4,0.0
1122,1419,wa90a378,Solid,1.0,2305.0,1,4,1,choice,4,3,3.0,4,4,3,3,2.0
1123,1420,wa90a378,Pattern,1.0,4223.0,1,1,2,choice,4,4,4.0,4,4,3,3,6.0
1124,1421,wa90a378,Sea,0.0,6023.0,0,2,2,choice,1,2,2.0,4,4,1,2,2.0
1125,1422,wa90a378,Animal,0.0,3151.0,1,3,2,choice,2,-4,-4.0,4,4,1,3,-2.0
1126,1423,wa90a378,Large,1.0,4028.0,1,4,2,choice,3,2,2.0,4,4,2,4,4.0
1127,1424,wa90a378,Small,,,0,1,3,choice,4,1,1.0,4,4,3,4,2.0
1128,1425,wa90a378,Sea,1.0,1106.0,0,2,3,choice,3,-5,-1.0,4,4,2,2,0.0
1129,1427,wa90a378,Animal,1.0,702.0,1,4,3,choice,1,2,2.0,4,4,1,1,2.0
1130,1428,wa90a378,Large,0.0,3656.0,1,1,4,choice,4,-2,-2.0,6,6,4,4,-2.0
1131,1429,wa90a378,Object,0.0,4674.0,0,2,4,choice,2,1,1.0,6,6,2,2,1.0
1132,1430,wa90a378,Land,0.0,3462.0,1,3,4,choice,1,-1,-1.0,6,6,1,1,-1.0
1133,1431,wa90a378,Solid,1.0,4813.0,1,4,4,choice,3,3,3.0,6,6,3,3,3.0
1134,1432,wa90a378,Small,,,0,1,5,choice,2,-2,-2.0,6,6,2,2,-2.0
1135,1433,wa90a378,Land,0.0,2473.0,1,2,5,choice,1,-2,-2.0,6,6,1,1,-2.0
1136,1434,wa90a378,Animal,1.0,4759.0,1,3,5,choice,4,1,1.0,6,6,4,4,1.0
1137,1435,wa90a378,Pattern,0.0,2088.0,0,4,5,choice,3,3,3.0,6,6,3,3,3.0
1138,1436,wa90a378,Land,0.0,1100.0,1,1,6,choice,4,-2,-2.0,5,5,3,3,-4.0
1139,1437,wa90a378,Object,0.0,5257.0,1,2,6,choice,1,-1,-1.0,5,5,1,1,-1.0
1140,1438,wa90a378,Large,1.0,2187.0,1,3,6,choice,2,1,1.0,5,5,1,2,-1.0
1141,1439,wa90a378,Solid,1.0,4458.0,0,4,6,choice,3,-1,-1.0,5,5,3,4,-1.0
1142,1440,wa90a378,Pattern,0.0,704.0,1,1,7,choice,4,-1,3.0,2,2,1,2,2.0
1143,1441,wa90a378,Large,1.0,79.0,0,2,7,choice,2,-1,0.0,2,2,1,4,2.0
1144,1442,wa90a378,Object,1.0,423.0,0,3,7,choice,3,-3,-1.0,2,2,1,3,-1.0
1145,1444,wf8bf1c3,Animal,0.0,3521.0,0,1,1,choice,3,1,1.0,5,5,3,3,1.0
1146,1445,wf8bf1c3,Small,1.0,5129.0,0,2,1,choice,1,-2,1.0,5,5,1,1,1.0
1147,1446,wf8bf1c3,Land,1.0,3615.0,0,3,1,choice,2,-1,-1.0,5,5,2,2,-1.0
1148,1447,wf8bf1c3,Solid,1.0,7111.0,0,4,1,choice,4,-1,2.0,5,5,4,4,2.0
1149,1448,wf8bf1c3,Object,,,0,1,2,choice,4,2,2.0,6,6,4,4,2.0
1150,1449,wf8bf1c3,Small,1.0,5446.0,0,2,2,choice,3,-1,-1.0,6,6,3,3,-1.0
1151,1450,wf8bf1c3,Land,1.0,2434.0,1,3,2,choice,2,2,2.0,6,6,2,2,2.0
1152,1451,wf8bf1c3,Pattern,1.0,2242.0,1,4,2,choice,1,1,1.0,6,6,1,1,1.0
1153,1452,wf8bf1c3,Object,0.0,2163.0,1,1,3,choice,4,-4,-6.0,5,5,3,3,-5.0
1154,1453,wf8bf1c3,Large,0.0,3496.0,1,2,3,choice,2,-1,-3.0,5,5,1,1,-2.0
1155,1454,wf8bf1c3,Solid,0.0,3181.0,0,3,3,choice,3,1,-1.0,5,5,2,2,0.0
1156,1455,wf8bf1c3,Land,1.0,2030.0,1,4,3,choice,1,2,2.0,5,5,1,1,2.0
1157,1456,wf8bf1c3,Large,0.0,2818.0,1,1,4,choice,2,-1,-1.0,6,6,2,2,-1.0
1158,1457,wf8bf1c3,Pattern,1.0,3332.0,1,2,4,choice,4,2,2.0,6,6,4,4,2.0
1159,1458,wf8bf1c3,Sea,0.0,2572.0,0,3,4,choice,3,1,1.0,6,6,3,3,1.0
1160,1459,wf8bf1c3,Animal,0.0,959.0,0,4,4,choice,1,1,1.0,6,6,1,1,1.0
1161,1460,wf8bf1c3,Sea,1.0,4787.0,1,1,5,choice,2,3,2.0,6,6,2,2,2.0
1162,1461,wf8bf1c3,Object,0.0,2133.0,1,2,5,choice,3,-3,-3.0,6,6,3,3,-3.0
1163,1462,wf8bf1c3,Large,0.0,1829.0,1,3,5,choice,1,-1,-1.0,6,6,1,1,-1.0
1164,1463,wf8bf1c3,Pattern,1.0,1879.0,1,4,5,choice,4,1,1.0,6,6,4,4,1.0
1165,1465,wf8bf1c3,Pattern,1.0,2567.0,1,2,6,choice,4,2,0.0,5,5,4,4,0.0
1166,1466,wf8bf1c3,Small,0.0,699.0,0,3,6,choice,2,3,3.0,5,5,2,2,3.0
1167,1467,wf8bf1c3,Land,0.0,611.0,1,4,6,choice,3,-1,-1.0,5,5,3,3,-1.0
1168,1468,wf8bf1c3,Sea,1.0,2768.0,1,1,7,choice,1,2,2.0,4,4,1,1,2.0
1169,1470,wf8bf1c3,Animal,0.0,3961.0,1,3,7,choice,3,-3,0.0,4,4,2,2,-1.0
1170,1471,wf8bf1c3,Small,0.0,2514.0,1,4,7,choice,4,-3,0.0,4,4,2,2,0.0
1171,1500,w8e5f535,Land,1.0,5287.0,1,1,1,choice,2,1,-1.0,3,3,2,2,-1.0
1172,1501,w8e5f535,Animal,0.0,4539.0,1,2,1,choice,3,-1,1.0,3,3,1,1,1.0
1173,1503,w8e5f535,Solid,0.0,2060.0,0,4,1,choice,4,5,0.0,3,3,2,2,-1.0
1174,1504,w8e5f535,Object,1.0,4133.0,1,1,2,choice,4,2,2.0,4,4,3,3,3.0
1175,1505,w8e5f535,Pattern,0.0,2850.0,0,2,2,choice,1,2,2.0,4,4,1,1,2.0
1176,1506,w8e5f535,Land,1.0,4740.0,1,3,2,choice,2,4,4.0,4,4,2,2,4.0
1177,1507,w8e5f535,Small,0.0,5182.0,1,4,2,choice,3,-1,-1.0,4,4,2,2,1.0
1178,1508,w8e5f535,Solid,1.0,4013.0,0,1,3,choice,3,-1,-1.0,5,5,3,3,-1.0
1179,1509,w8e5f535,Land,1.0,5961.0,1,2,3,choice,1,2,2.0,5,5,1,1,2.0
1180,1510,w8e5f535,Large,0.0,5021.0,1,3,3,choice,2,-1,0.0,5,5,2,2,0.0
1181,1511,w8e5f535,Object,,,0,4,3,choice,4,-1,0.0,5,5,3,3,-1.0
1182,1512,w8e5f535,Animal,1.0,5756.0,1,1,4,choice,1,1,2.0,6,6,1,1,2.0
1183,1513,w8e5f535,Pattern,1.0,4189.0,1,2,4,choice,4,2,3.0,6,6,4,4,3.0
1184,1514,w8e5f535,Sea,1.0,3968.0,1,3,4,choice,3,1,2.0,6,6,3,3,2.0
1185,1515,w8e5f535,Large,1.0,2444.0,0,4,4,choice,2,-1,4.0,6,6,2,2,4.0
1186,1516,w8e5f535,Object,1.0,4596.0,1,1,5,choice,3,2,2.0,4,4,2,3,4.0
1187,1517,w8e5f535,Sea,1.0,4273.0,1,2,5,choice,2,1,0.0,4,4,1,2,2.0
1188,1518,w8e5f535,Pattern,0.0,3479.0,0,3,5,choice,4,1,2.0,4,4,2,2,4.0
1189,1519,w8e5f535,Large,1.0,3767.0,0,4,5,choice,1,-1,2.0,4,4,1,1,2.0
1190,1520,w8e5f535,Object,0.0,4399.0,0,1,6,choice,1,1,2.0,4,4,1,1,2.0
1191,1521,w8e5f535,Pattern,1.0,1580.0,1,2,6,choice,4,1,1.0,4,4,2,2,1.0
1192,1522,w8e5f535,Land,1.0,3599.0,0,3,6,choice,3,-1,2.0,4,4,1,1,2.0
1193,1523,w8e5f535,Small,0.0,806.0,0,4,6,choice,2,1,1.0,4,4,1,1,2.0
1194,1524,w8e5f535,Small,,,0,1,7,choice,4,1,-3.0,3,3,1,1,-1.0
1195,1525,w8e5f535,Solid,0.0,3230.0,1,2,7,choice,2,-3,-3.0,3,3,1,1,-1.0
1196,1527,w8e5f535,Animal,0.0,1759.0,1,4,7,choice,3,-2,-5.0,3,3,1,1,-1.0
1197,1528,waa6a3c8,Animal,1.0,3959.0,0,1,1,choice,3,-3,3.0,3,3,2,3,3.0
1198,1529,waa6a3c8,Land,0.0,3453.0,1,2,1,choice,4,-1,4.0,3,3,2,4,3.0
1199,1530,waa6a3c8,Small,0.0,2180.0,1,3,1,choice,2,-4,2.0,3,3,1,3,2.0
1200,1533,waa6a3c8,Small,1.0,4780.0,0,2,2,choice,4,-1,-2.0,2,2,1,2,-2.0
1201,1534,waa6a3c8,Animal,0.0,5253.0,1,3,2,choice,2,-4,-4.0,2,2,1,2,-2.0
1202,1535,waa6a3c8,Sea,1.0,6677.0,0,4,2,choice,3,-3,-3.0,2,2,1,2,-2.0
1203,1536,waa6a3c8,Animal,0.0,5010.0,1,1,3,choice,3,-2,0.0,2,2,1,3,-2.0
1204,1537,waa6a3c8,Solid,1.0,2169.0,0,2,3,choice,1,-2,2.0,2,2,1,4,2.0
1205,1539,waa6a3c8,Large,1.0,1588.0,0,4,3,choice,4,-1,2.0,2,2,2,3,0.0
1206,1540,waa6a3c8,Large,1.0,2554.0,1,1,4,choice,4,2,0.0,4,4,3,5,1.0
1207,1542,waa6a3c8,Object,1.0,1732.0,1,3,4,choice,2,3,3.0,4,4,2,3,3.0
1208,1543,waa6a3c8,Sea,1.0,1435.0,1,4,4,choice,3,2,2.0,4,4,2,2,3.0
1209,1544,waa6a3c8,Object,0.0,2288.0,1,1,5,choice,4,-3,0.0,4,4,2,3,-1.0
1210,1545,waa6a3c8,Pattern,1.0,1250.0,0,2,5,choice,2,-1,3.0,4,4,1,3,1.0
1211,1546,waa6a3c8,Land,1.0,3158.0,1,3,5,choice,3,1,-3.0,4,4,3,4,-3.0
1212,1548,waa6a3c8,Solid,1.0,4610.0,1,1,6,choice,3,1,0.0,3,3,1,3,1.0
1213,1549,waa6a3c8,Object,1.0,1370.0,1,2,6,choice,1,2,1.0,3,3,1,3,1.0
1214,1550,waa6a3c8,Land,1.0,4899.0,0,3,6,choice,4,-1,1.0,3,3,3,4,0.0
1215,1551,waa6a3c8,Small,1.0,1661.0,1,4,6,choice,2,3,2.0,3,3,1,3,1.0
1216,1552,waa6a3c8,Solid,0.0,1898.0,0,1,7,choice,2,4,1.0,3,3,1,2,2.0
1217,1553,waa6a3c8,Large,1.0,1448.0,1,2,7,choice,3,3,2.0,3,3,2,3,3.0
1218,1554,waa6a3c8,Animal,1.0,843.0,1,3,7,choice,4,2,5.0,3,3,3,4,4.0
1219,1556,w80189d3,Animal,,,0,1,1,choice,4,5,1.0,4,4,3,3,2.0
1220,1557,w80189d3,Large,0.0,3638.0,1,2,1,choice,2,-3,-4.0,4,4,2,2,-4.0
1221,1558,w80189d3,Land,1.0,1456.0,0,3,1,choice,3,-1,-2.0,4,4,3,3,-2.0
1222,1559,w80189d3,Solid,0.0,2134.0,0,4,1,choice,1,2,2.0,4,4,1,1,2.0
1223,1560,w80189d3,Sea,1.0,4153.0,1,1,2,choice,2,3,3.0,2,2,1,1,1.0
1224,1561,w80189d3,Small,1.0,2596.0,1,2,2,choice,3,2,2.0,2,2,2,2,3.0
1225,1562,w80189d3,Animal,1.0,2677.0,0,3,2,choice,4,-1,2.0,2,2,1,2,2.0
1226,1563,w80189d3,Pattern,0.0,1347.0,0,4,2,choice,1,1,2.0,2,2,1,2,2.0
1227,1564,w80189d3,Pattern,1.0,4791.0,1,1,3,choice,3,2,-1.0,6,6,1,1,8.0
1228,1565,w80189d3,Object,1.0,1556.0,0,2,3,choice,4,-2,1.0,6,6,2,2,9.0
1229,1567,w80189d3,Large,1.0,421.0,0,4,3,choice,1,-2,2.0,6,6,1,1,8.0
1230,1568,w80189d3,Animal,1.0,1771.0,1,1,4,choice,4,1,0.0,2,2,1,2,2.0
1231,1569,w80189d3,Land,1.0,726.0,0,2,4,choice,1,-1,-1.0,2,2,1,2,-1.0
1232,1570,w80189d3,Small,1.0,460.0,1,3,4,choice,2,2,1.0,2,2,1,2,2.0
1233,1571,w80189d3,Solid,1.0,392.0,0,4,4,choice,3,-2,-1.0,2,2,1,2,2.0
1234,1572,w80189d3,Solid,1.0,2241.0,1,1,5,choice,3,1,1.0,2,2,1,2,2.0
1235,1573,w80189d3,Large,0.0,688.0,0,2,5,choice,2,4,-3.0,2,2,1,2,-1.0
1236,1575,w80189d3,Object,0.0,553.0,1,4,5,choice,4,-2,1.0,2,2,2,3,1.0
1237,1577,w80189d3,Pattern,1.0,726.0,1,2,6,choice,4,1,-4.0,2,2,2,5,-4.0
1238,1578,w80189d3,Land,1.0,1504.0,0,3,6,choice,3,-2,-1.0,2,2,1,4,-2.0
1239,1580,w80189d3,Small,1.0,3118.0,1,1,7,choice,1,2,-1.0,5,5,1,1,-1.0
1240,1581,w80189d3,Pattern,1.0,628.0,1,2,7,choice,4,2,-3.0,5,5,3,3,-2.0
1241,1582,w80189d3,Sea,1.0,704.0,0,3,7,choice,3,-1,0.0,5,5,3,3,0.0
1242,1583,w80189d3,Animal,1.0,626.0,1,4,7,choice,2,4,-3.0,5,5,2,3,-3.0
1243,1589,w6fe5d47,Solid,1.0,2206.0,1,2,1,choice,4,2,-4.0,2,2,1,1,-2.0
1244,1592,w6fe5d47,Sea,0.0,3491.0,0,1,2,choice,1,1,1.0,5,5,1,1,1.0
1245,1593,w6fe5d47,Animal,1.0,4599.0,0,2,2,choice,2,-4,0.0,5,5,1,1,1.0
1246,1594,w6fe5d47,Pattern,1.0,1412.0,1,3,2,choice,4,2,3.0,5,5,3,3,4.0
1247,1595,w6fe5d47,Large,1.0,608.0,1,4,2,choice,3,1,2.0,5,5,2,2,3.0
1248,1596,w6fe5d47,Sea,1.0,2474.0,1,1,3,choice,3,1,3.0,2,2,1,1,1.0
1249,1599,w6fe5d47,Small,1.0,1125.0,1,4,3,choice,4,2,2.0,2,2,1,1,1.0
1250,1600,w6fe5d47,Land,0.0,1791.0,0,1,5,choice,1,2,1.0,1,1,1,2,1.0
1251,1602,w6fe5d47,Animal,0.0,355.0,1,3,5,choice,4,-1,-2.0,1,1,1,2,1.0
1252,1604,w6fe5d47,Land,0.0,1349.0,1,1,6,choice,4,-4,2.0,1,1,1,1,1.0
1253,1607,w6fe5d47,Large,0.0,1616.0,1,4,6,choice,2,-3,2.0,1,1,1,2,1.0
1254,1608,w6fe5d47,Large,0.0,871.0,0,1,7,choice,2,4,1.0,2,2,1,1,2.0
1255,1609,w6fe5d47,Pattern,1.0,377.0,1,2,7,choice,4,1,3.0,2,2,1,1,2.0
1256,1611,w6fe5d47,Object,1.0,1350.0,0,4,7,choice,3,-1,5.0,2,2,1,1,2.0
1257,1612,w45af4af,Animal,1.0,2998.0,1,1,1,choice,3,2,-1.0,4,4,2,3,0.0
1258,1614,w45af4af,Small,1.0,1732.0,1,3,1,choice,2,2,0.0,4,4,2,2,0.0
1259,1615,w45af4af,Land,1.0,5056.0,1,4,1,choice,4,3,-2.0,4,4,3,4,-1.0
1260,1616,w45af4af,Pattern,0.0,3097.0,1,1,2,choice,1,-2,-2.0,5,5,1,1,-2.0
1261,1617,w45af4af,Animal,1.0,1950.0,0,2,2,choice,2,-1,-1.0,5,5,2,2,-1.0
1262,1618,w45af4af,Small,0.0,6030.0,1,3,2,choice,4,-1,-4.0,5,5,4,4,-4.0
1263,1619,w45af4af,Sea,1.0,1041.0,1,4,2,choice,3,1,1.0,5,5,3,3,1.0
1264,1620,w45af4af,Large,1.0,3466.0,0,1,3,choice,4,-1,-1.0,4,4,3,4,1.0
1265,1621,w45af4af,Animal,1.0,2731.0,0,2,3,choice,3,-1,-1.0,4,4,1,2,2.0
1266,1622,w45af4af,Sea,0.0,4449.0,0,3,3,choice,2,4,0.0,4,4,2,3,0.0
1267,1623,w45af4af,Solid,1.0,1333.0,1,4,3,choice,1,1,1.0,4,4,1,2,1.0
1268,1624,w45af4af,Large,1.0,2121.0,1,1,4,choice,4,1,0.0,5,5,4,4,0.0
1269,1625,w45af4af,Sea,1.0,3796.0,1,2,4,choice,3,3,1.0,5,5,2,2,0.0
1270,1626,w45af4af,Solid,0.0,2163.0,1,3,4,choice,1,-2,-2.0,5,5,1,1,-2.0
1271,1627,w45af4af,Object,0.0,4124.0,0,4,4,choice,2,1,-3.0,5,5,2,2,-3.0
1272,1629,w45af4af,Land,0.0,4149.0,1,2,5,choice,3,-2,-2.0,4,4,2,3,-1.0
1273,1630,w45af4af,Object,0.0,1857.0,0,3,5,choice,4,3,-6.0,4,4,2,3,-3.0
1274,1632,w45af4af,Solid,0.0,3471.0,1,1,6,choice,3,-2,-1.0,6,6,3,3,-1.0
1275,1633,w45af4af,Small,1.0,648.0,1,2,6,choice,2,4,4.0,6,6,2,2,4.0
1276,1634,w45af4af,Object,0.0,4876.0,0,3,6,choice,1,2,2.0,6,6,1,1,2.0
1277,1635,w45af4af,Land,0.0,4155.0,0,4,6,choice,4,3,1.0,6,6,4,4,1.0
1278,1636,w45af4af,Animal,0.0,2313.0,0,1,7,choice,4,1,-1.0,5,5,4,4,-1.0
1279,1637,w45af4af,Solid,1.0,2868.0,1,2,7,choice,2,1,0.0,5,5,2,2,0.0
1280,1638,w45af4af,Large,0.0,2000.0,1,3,7,choice,3,-1,-2.0,5,5,3,3,-2.0
1281,1639,w45af4af,Land,0.0,1999.0,0,4,7,choice,1,2,2.0,5,5,1,1,2.0
